,Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO,ALLOCATED_ORDER_NUM,JOINER
3010,18,2755.75,1,310726,1012513406,102,WA002,9999A,WA007,301011431,233382-1-1-117,WA007310726WA0021029999A1012513406301011431
3011,18,2755.75,1,310726,1012513406,102,WA002,9999A,WA007,301011435,233382-1-1-117,WA007310726WA0021029999A1012513406301011435
3012,18,2755.75,1,310726,1012513406,102,WA002,9999A,WA007,301011436,233382-1-1-117,WA007310726WA0021029999A1012513406301011436
3013,18,2755.75,1,310726,1012513406,102,WA002,9999A,WA007,301011442,233382-1-1-117,WA007310726WA0021029999A1012513406301011442
3014,18,2755.75,1,310726,1012513406,102,WA002,9999A,WA007,301011448,233382-1-1-117,WA007310726WA0021029999A1012513406301011448
3015,18,2755.75,1,310726,1012513407,102,WA002,9999A,WA007,301011466,233382-1-1-117,WA007310726WA0021029999A1012513407301011466
3016,18,2755.75,1,310726,1012513407,102,WA002,9999A,WA007,301011467,233382-1-1-117,WA007310726WA0021029999A1012513407301011467
3017,18,2755.75,1,310726,1012513407,102,WA002,9999A,WA007,301011468,233382-1-1-118,WA007310726WA0021029999A1012513407301011468
3018,18,2755.75,1,310726,1012513407,102,WA002,9999A,WA007,301011472,233382-1-1-118,WA007310726WA0021029999A1012513407301011472
3019,18,2755.75,1,310726,1012513407,102,WA002,9999A,WA007,301011473,233382-1-1-118,WA007310726WA0021029999A1012513407301011473
3020,18,2755.75,1,310726,1012513407,102,WA002,9999A,WA007,301011490,233382-1-1-118,WA007310726WA0021029999A1012513407301011490
3021,18,2755.75,1,310726,1012513407,102,WA002,9999A,WA007,301011512,233382-1-1-118,WA007310726WA0021029999A1012513407301011512
3022,18,2755.75,1,310726,1012513407,102,WA002,9999A,WA007,301011513,233382-1-1-118,WA007310726WA0021029999A1012513407301011513
3023,18,2755.75,1,310726,1012513408,102,WA002,9999A,WA007,301011515,233382-1-1-118,WA007310726WA0021029999A1012513408301011515
3024,18,2755.75,1,310726,1012513408,102,WA002,9999A,WA007,301011547,233382-1-1-118,WA007310726WA0021029999A1012513408301011547
3025,18,2755.75,1,310726,1012513408,102,WA002,9999A,WA007,301011548,233382-1-1-118,WA007310726WA0021029999A1012513408301011548
3026,18,2755.75,1,310726,1012513408,102,WA002,9999A,WA007,301011549,233382-1-1-118,WA007310726WA0021029999A1012513408301011549
3027,18,2755.75,1,310726,1012513408,102,WA002,9999A,WA007,301011550,233382-1-1-118,WA007310726WA0021029999A1012513408301011550
3028,18,2755.75,1,310726,1012513408,102,WA002,9999A,WA007,301011551,233382-1-1-118,WA007310726WA0021029999A1012513408301011551
3029,18,2755.75,1,310726,1012513408,102,WA002,9999A,WA007,301011590,233382-1-1-118,WA007310726WA0021029999A1012513408301011590
3030,18,2755.75,1,310726,1012513408,102,WA002,9999A,WA007,301011591,233382-1-1-118,WA007310726WA0021029999A1012513408301011591
3031,18,2755.75,1,310726,1012513409,102,WA002,9999A,WA007,301011602,233382-1-1-118,WA007310726WA0021029999A1012513409301011602
3032,18,2755.75,1,310726,1012513409,102,WA002,9999A,WA007,301011604,233382-1-1-118,WA007310726WA0021029999A1012513409301011604
3033,18,2755.75,1,310726,1012513409,102,WA002,9999A,WA007,301011605,233382-1-1-118,WA007310726WA0021029999A1012513409301011605
3034,18,2700.635,1,310726,1012513409,102,WA002,9999A,WA007,301011606,233382-1-1-118,WA007310726WA0021029999A1012513409301011606
3035,18,2755.75,1,310726,1012513409,102,WA002,9999A,WA007,301011627,233382-1-1-118,WA007310726WA0021029999A1012513409301011627
3036,18,2755.75,1,310726,1012513409,102,WA002,9999A,WA007,301011629,233382-1-1-118,WA007310726WA0021029999A1012513409301011629
3037,18,2755.75,1,310726,1012513409,102,WA002,9999A,WA007,301011632,233382-1-1-119,WA007310726WA0021029999A1012513409301011632
3038,18,2755.75,1,310726,1012513409,102,WA002,9999A,WA007,301011665,233382-1-1-119,WA007310726WA0021029999A1012513409301011665
3039,18,2755.75,1,310726,1012513410,102,WA002,9999A,WA007,301011720,233382-1-1-119,WA007310726WA0021029999A1012513410301011720
3040,18,2755.75,1,310726,1012513410,102,WA002,9999A,WA007,301011721,233382-1-1-119,WA007310726WA0021029999A1012513410301011721
3041,18,2755.75,1,310726,1012513410,102,WA002,9999A,WA007,301011722,233382-1-1-119,WA007310726WA0021029999A1012513410301011722
3042,18,2755.75,1,310726,1012513410,102,WA002,9999A,WA007,301011724,233382-1-1-119,WA007310726WA0021029999A1012513410301011724
3043,18,2755.75,1,310726,1012513410,102,WA002,9999A,WA007,301011725,233382-1-1-119,WA007310726WA0021029999A1012513410301011725
3044,18,2755.75,1,310726,1012513410,102,WA002,9999A,WA007,301011726,233382-1-1-119,WA007310726WA0021029999A1012513410301011726
3045,18,2755.75,1,310726,1012513410,102,WA002,9999A,WA007,301011730,233382-1-1-119,WA007310726WA0021029999A1012513410301011730
3046,18,2755.75,1,310726,1012513410,102,WA002,9999A,WA007,301011731,233382-1-1-119,WA007310726WA0021029999A1012513410301011731
3047,18,2755.75,1,310726,1012513411,102,WA002,9999A,WA007,301011751,233382-1-1-119,WA007310726WA0021029999A1012513411301011751
3048,18,2755.75,1,310726,1012513411,102,WA002,9999A,WA007,301011752,233382-1-1-119,WA007310726WA0021029999A1012513411301011752
3049,18,2755.75,1,310726,1012513411,102,WA002,9999A,WA007,301011753,233382-1-1-119,WA007310726WA0021029999A1012513411301011753
3050,18,2755.75,1,310726,1012513411,102,WA002,9999A,WA007,301011754,233382-1-1-119,WA007310726WA0021029999A1012513411301011754
3051,18,2755.75,1,310726,1012513411,102,WA002,9999A,WA007,301011795,233382-1-1-119,WA007310726WA0021029999A1012513411301011795
3052,18,2755.75,1,310726,1012513411,102,WA002,9999A,WA007,301011796,233382-1-1-119,WA007310726WA0021029999A1012513411301011796
3053,18,2755.75,1,310726,1012513411,102,WA002,9999A,WA007,301011797,233382-1-1-119,WA007310726WA0021029999A1012513411301011797
3054,18,2755.75,1,310726,1012513411,102,WA002,9999A,WA007,301011804,233382-1-1-119,WA007310726WA0021029999A1012513411301011804
3055,18,2755.75,1,310726,1012513412,102,WA002,9999A,WA007,301011833,233382-1-1-119,WA007310726WA0021029999A1012513412301011833
3056,18,2755.75,1,310726,1012513412,102,WA002,9999A,WA007,301011836,233382-1-1-119,WA007310726WA0021029999A1012513412301011836
3057,18,2755.75,1,310726,1012513412,102,WA002,9999A,WA007,301011837,233382-1-1-120,WA007310726WA0021029999A1012513412301011837
3058,18,2755.75,1,310726,1012513412,102,WA002,9999A,WA007,301011845,233382-1-1-120,WA007310726WA0021029999A1012513412301011845
3059,18,2755.75,1,310726,1012513412,102,WA002,9999A,WA007,301011846,233382-1-1-120,WA007310726WA0021029999A1012513412301011846
3060,18,2755.75,1,310726,1012513412,102,WA002,9999A,WA007,301011847,233382-1-1-120,WA007310726WA0021029999A1012513412301011847
3061,18,2755.75,1,310726,1012513412,102,WA002,9999A,WA007,301011848,233382-1-1-120,WA007310726WA0021029999A1012513412301011848
3062,18,2755.75,1,310726,1012513412,102,WA002,9999A,WA007,301011856,233382-1-1-120,WA007310726WA0021029999A1012513412301011856
3063,18,2755.75,1,310726,1012513413,102,WA002,9999A,WA007,301011864,233382-1-1-120,WA007310726WA0021029999A1012513413301011864
3064,18,2755.75,1,310726,1012513413,102,WA002,9999A,WA007,301011865,233382-1-1-120,WA007310726WA0021029999A1012513413301011865
3065,18,2755.75,1,310726,1012513413,102,WA002,9999A,WA007,301011867,233382-1-1-120,WA007310726WA0021029999A1012513413301011867
3066,18,2755.75,1,310726,1012513413,102,WA002,9999A,WA007,301011869,233382-1-1-120,WA007310726WA0021029999A1012513413301011869
3067,18,2755.75,1,310726,1012513413,102,WA002,9999A,WA007,301011870,233382-1-1-120,WA007310726WA0021029999A1012513413301011870
3068,18,2755.75,1,310726,1012513413,102,WA002,9999A,WA007,301011886,233382-1-1-120,WA007310726WA0021029999A1012513413301011886
3069,18,2755.75,1,310726,1012513413,102,WA002,9999A,WA007,301011887,233382-1-1-120,WA007310726WA0021029999A1012513413301011887
3070,18,2755.75,1,310726,1012513413,102,WA002,9999A,WA007,301011888,233382-1-1-120,WA007310726WA0021029999A1012513413301011888
3071,18,2755.75,1,310726,1012513414,102,WA002,9999A,WA007,301011895,233382-1-1-120,WA007310726WA0021029999A1012513414301011895
3072,18,2755.75,1,310726,1012513414,102,WA002,9999A,WA007,301011896,233382-1-1-120,WA007310726WA0021029999A1012513414301011896
3073,18,2755.75,1,310726,1012513414,102,WA002,9999A,WA007,301011897,233382-1-1-120,WA007310726WA0021029999A1012513414301011897
3074,18,2755.75,1,310726,1012513414,102,WA002,9999A,WA007,301011898,233382-1-1-120,WA007310726WA0021029999A1012513414301011898
3075,18,2755.75,1,310726,1012513414,102,WA002,9999A,WA007,301011899,233382-1-1-120,WA007310726WA0021029999A1012513414301011899
3076,18,2755.75,1,310726,1012513414,102,WA002,9999A,WA007,301011900,233382-1-1-120,WA007310726WA0021029999A1012513414301011900
3077,18,2755.75,1,310726,1012513414,102,WA002,9999A,WA007,301011901,233118-1-2-102,WA007310726WA0021029999A1012513414301011901
3078,18,2755.75,1,310726,1012513414,102,WA002,9999A,WA007,301011902,233118-1-2-102,WA007310726WA0021029999A1012513414301011902
3079,18,2755.75,1,310726,1012513415,102,WA002,9999A,WA007,301011951,233118-1-2-102,WA007310726WA0021029999A1012513415301011951
3080,18,2755.75,1,310726,1012513415,102,WA002,9999A,WA007,301011952,233118-1-2-102,WA007310726WA0021029999A1012513415301011952
3081,18,2755.75,1,310726,1012513415,102,WA002,9999A,WA007,301011953,233118-1-2-102,WA007310726WA0021029999A1012513415301011953
3082,18,2755.75,1,310726,1012513415,102,WA002,9999A,WA007,301011970,233118-1-2-102,WA007310726WA0021029999A1012513415301011970
3083,18,2755.75,1,310726,1012513415,102,WA002,9999A,WA007,301011980,233118-1-2-102,WA007310726WA0021029999A1012513415301011980
3084,18,2755.75,1,310726,1012513415,102,WA002,9999A,WA007,301011985,233118-1-2-102,WA007310726WA0021029999A1012513415301011985
3085,18,2755.75,1,310726,1012513415,102,WA002,9999A,WA007,301011999,233118-1-2-102,WA007310726WA0021029999A1012513415301011999
3086,18,2755.75,1,310726,1012513415,102,WA002,9999A,WA007,301012000,233118-1-2-102,WA007310726WA0021029999A1012513415301012000
3087,18,2755.75,1,310726,1022513451,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301012064,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513451301012064
3088,18,2755.75,1,310726,1022513451,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301012092,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513451301012092
3089,18,1653.45,1,310726,1022513451,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301019849,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513451301019849
3090,18,2425.06,1,310726,1022513451,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301019851,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513451301019851
3091,18,2700.635,1,310726,1022513451,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301019919,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513451301019919
3092,18,2700.635,1,310726,1022513451,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301019920,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513451301019920
3093,18,2700.635,1,310726,1022513451,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301019927,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513451301019927
3094,18,2425.06,1,310726,1022513451,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301019958,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513451301019958
3095,18,2755.75,1,310726,1022513452,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012105,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513452301012105
3096,18,2755.75,1,310726,1022513452,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012106,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513452301012106
3097,18,2755.75,1,310726,1022513452,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012107,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513452301012107
3098,18,2755.75,1,310726,1022513452,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012118,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513452301012118
3099,18,2755.75,1,310726,1022513452,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012119,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513452301012119
3100,18,2755.75,1,310726,1022513452,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012120,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513452301012120
3101,18,2755.75,1,310726,1022513452,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012124,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513452301012124
3102,18,2755.75,1,310726,1022513452,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012125,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513452301012125
3103,18,2755.75,1,310726,1022513453,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012265,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513453301012265
3104,18,2755.75,1,310726,1022513453,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012266,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513453301012266
3105,18,2755.75,1,310726,1022513453,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012267,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513453301012267
3106,18,2755.75,1,310726,1022513453,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012268,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513453301012268
3107,18,2755.75,1,310726,1022513453,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012269,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513453301012269
3108,18,2755.75,1,310726,1022513453,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012300,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513453301012300
3109,18,2755.75,1,310726,1022513453,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301012301,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513453301012301
3110,18,1818.795,1,310726,1022513453,101,WA003,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,301021185,,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022513453301021185
3111,18,2755.75,1,310726,1022513454,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301012303,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513454301012303
3112,18,2755.75,1,310726,1022513454,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301012304,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513454301012304
3113,18,2755.75,1,310726,1022513454,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301012308,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513454301012308
3114,18,2755.75,1,310726,1022513454,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301012319,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513454301012319
3115,18,1267.645,0,310726,1022513454,101,WA003,3007S-3025S-3033A-3035A-9999A-9999E,WA007,301012368,233227-1-1-103,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E1022513454301012368
3136,19,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010868,,WA001310002WA0011029999A1002513303301010868
3137,19,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010869,,WA001310002WA0011029999A1002513303301010869
3138,19,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010870,,WA001310002WA0011029999A1002513303301010870
3139,19,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010871,,WA001310002WA0011029999A1002513303301010871
3140,19,2755.75,1,310002,1002513304,102,WA001,9999A,WA001,301011054,,WA001310002WA0011029999A1002513304301011054
3141,19,2755.75,1,310002,1002513304,102,WA001,9999A,WA001,301011056,,WA001310002WA0011029999A1002513304301011056
3142,19,2755.75,1,310002,1002513304,102,WA001,9999A,WA001,301011059,,WA001310002WA0011029999A1002513304301011059
3143,19,2007.0,1,310086,1052513331,101,ID002,3139A-3140A-9999A,ID002,301010645,,ID002310086ID0021013139A-3140A-9999A1052513331301010645
3144,19,2002.0,1,310086,1052513331,101,ID002,3139A-3140A-9999A,ID002,301010646,,ID002310086ID0021013139A-3140A-9999A1052513331301010646
3145,19,2013.0,1,310086,1052513331,101,ID002,3139A-3140A-9999A,ID002,301010647,,ID002310086ID0021013139A-3140A-9999A1052513331301010647
3146,19,2002.0,1,310086,1052513331,101,ID002,3139A-3140A-9999A,ID002,301010648,,ID002310086ID0021013139A-3140A-9999A1052513331301010648
3147,19,1997.0,1,310086,1052513331,101,ID002,3139A-3140A-9999A,ID002,301010649,,ID002310086ID0021013139A-3140A-9999A1052513331301010649
3148,19,2177.0,1,310086,1052513331,101,ID002,3139A-3140A-9999A,ID002,301010650,,ID002310086ID0021013139A-3140A-9999A1052513331301010650
3149,19,2092.0,1,310086,1052513331,101,ID002,3139A-3140A-9999A,ID002,301010651,,ID002310086ID0021013139A-3140A-9999A1052513331301010651
3150,19,2040.0,1,310086,1052513331,101,ID002,3139A-3140A-9999A,ID010,301010643,,ID010310086ID0021013139A-3140A-9999A1052513331301010643
3151,19,2082.0,1,310086,1052513332,101,ID002,3139A-3140A-9999A,ID002,301010652,,ID002310086ID0021013139A-3140A-9999A1052513332301010652
3152,19,2254.0,1,310086,1052513332,101,ID002,3139A-3140A-9999A,ID002,301010653,,ID002310086ID0021013139A-3140A-9999A1052513332301010653
3153,19,2092.0,1,310086,1052513332,101,ID002,3139A-3140A-9999A,ID002,301010654,,ID002310086ID0021013139A-3140A-9999A1052513332301010654
3154,19,2098.0,1,310086,1052513332,101,ID002,3139A-3140A-9999A,ID002,301010655,,ID002310086ID0021013139A-3140A-9999A1052513332301010655
3155,19,2230.0,1,310086,1052513332,101,ID002,3139A-3140A-9999A,ID002,301010673,,ID002310086ID0021013139A-3140A-9999A1052513332301010673
3156,19,2075.0,1,310086,1052513332,101,ID002,3139A-3140A-9999A,ID002,301010674,,ID002310086ID0021013139A-3140A-9999A1052513332301010674
3157,19,2068.0,1,310086,1052513332,101,ID002,3139A-3140A-9999A,ID002,301010704,,ID002310086ID0021013139A-3140A-9999A1052513332301010704
3158,19,2068.0,1,310086,1052513332,101,ID002,3139A-3140A-9999A,ID002,301010705,,ID002310086ID0021013139A-3140A-9999A1052513332301010705
3159,19,1011.0,0,310086,1052513333,101,ID002,3139A-3140A-9999A,ID010,301010717,,ID010310086ID0021013139A-3140A-9999A1052513333301010717
3190,19,2755.75,1,310724,1052513304,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,ID010,301010930,233509-1-1-103,ID010310724ID0021013040A-3043A-3053A-3055A-9999A-9999E1052513304301010930
3191,19,2755.75,1,310724,1052513304,101,ID002,3040A-3043A-3053A-3055A-9999A-9999E,TX001,301010898,,TX001310724ID0021013040A-3043A-3053A-3055A-9999A-9999E1052513304301010898
3192,19,2755.75,1,310726,1012513301,101,WA002,3035A-9999A-9999E,WA007,301009943,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513301301009943
3193,19,2755.75,1,310726,1012513301,101,WA002,3035A-9999A-9999E,WA007,301009944,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513301301009944
3194,19,2755.75,1,310726,1012513301,101,WA002,3035A-9999A-9999E,WA007,301009945,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513301301009945
3195,19,2755.75,1,310726,1012513301,101,WA002,3035A-9999A-9999E,WA007,301009946,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513301301009946
3196,19,2755.75,1,310726,1012513301,101,WA002,3035A-9999A-9999E,WA007,301009947,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513301301009947
3197,19,2755.75,1,310726,1012513301,101,WA002,3035A-9999A-9999E,WA007,301009948,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513301301009948
3198,19,2755.75,1,310726,1012513301,101,WA002,3035A-9999A-9999E,WA007,301009949,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513301301009949
3199,19,2755.75,1,310726,1012513301,101,WA002,3035A-9999A-9999E,WA007,301009950,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513301301009950
3200,19,2755.75,1,310726,1012513302,101,WA002,3035A-9999A-9999E,WA007,301010015,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513302301010015
3201,19,2755.75,1,310726,1012513302,101,WA002,3035A-9999A-9999E,WA007,301010016,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513302301010016
3202,19,2755.75,1,310726,1012513302,101,WA002,3035A-9999A-9999E,WA007,301010017,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513302301010017
3203,19,2755.75,1,310726,1012513302,101,WA002,3035A-9999A-9999E,WA007,301010076,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513302301010076
3204,19,2755.75,1,310726,1012513302,101,WA002,3035A-9999A-9999E,WA007,301010077,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513302301010077
3205,19,2755.75,1,310726,1012513302,101,WA002,3035A-9999A-9999E,WA007,301010078,232664-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513302301010078
3206,19,2755.75,1,310726,1012513302,101,WA002,3035A-9999A-9999E,WA007,301010087,232663-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513302301010087
3207,19,2755.75,1,310726,1012513302,101,WA002,3035A-9999A-9999E,WA007,301010088,232663-1-1-101,WA007310726WA0021013035A-9999A-9999E1012513302301010088
3208,19,2755.75,1,310726,1012513303,101,WA002,3015A-3035A-9999A-9999C-9999E,WA007,301010092,232663-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999C-9999E1012513303301010092
3209,19,2755.75,1,310726,1012513303,101,WA002,3015A-3035A-9999A-9999C-9999E,WA007,301010093,232663-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999C-9999E1012513303301010093
3210,19,2755.75,1,310726,1012513303,101,WA002,3015A-3035A-9999A-9999C-9999E,WA007,301010101,232663-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999C-9999E1012513303301010101
3211,19,2755.75,1,310726,1012513303,101,WA002,3015A-3035A-9999A-9999C-9999E,WA007,301010111,232663-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999C-9999E1012513303301010111
3212,19,2755.75,1,310726,1012513303,101,WA002,3015A-3035A-9999A-9999C-9999E,WA007,301010156,232663-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999C-9999E1012513303301010156
3213,19,2755.75,1,310726,1012513303,101,WA002,3015A-3035A-9999A-9999C-9999E,WA007,301010157,232663-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999C-9999E1012513303301010157
3214,19,2755.75,1,310726,1012513303,101,WA002,3015A-3035A-9999A-9999C-9999E,WA007,301010158,232663-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999C-9999E1012513303301010158
3215,19,2755.75,1,310726,1012513303,101,WA002,3015A-3035A-9999A-9999C-9999E,WA007,301010171,232663-1-1-101,WA007310726WA0021013015A-3035A-9999A-9999C-9999E1012513303301010171
3216,19,2755.75,1,310726,1012513304,101,WA002,3035A-9999A-9999C-9999E,WA007,301010172,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513304301010172
3217,19,2755.75,1,310726,1012513304,101,WA002,3035A-9999A-9999C-9999E,WA007,301010173,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513304301010173
3218,19,2755.75,1,310726,1012513304,101,WA002,3035A-9999A-9999C-9999E,WA007,301010181,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513304301010181
3219,19,2755.75,1,310726,1012513304,101,WA002,3035A-9999A-9999C-9999E,WA007,301010182,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513304301010182
3220,19,2755.75,1,310726,1012513304,101,WA002,3035A-9999A-9999C-9999E,WA007,301010183,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513304301010183
3221,19,2755.75,1,310726,1012513304,101,WA002,3035A-9999A-9999C-9999E,WA007,301010210,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513304301010210
3222,19,2755.75,1,310726,1012513304,101,WA002,3035A-9999A-9999C-9999E,WA007,301010211,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513304301010211
3223,19,2755.75,1,310726,1012513304,101,WA002,3035A-9999A-9999C-9999E,WA007,301010212,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513304301010212
3224,19,2755.75,1,310726,1012513305,101,WA002,3035A-9999A-9999C-9999E,WA007,301010249,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513305301010249
3225,19,2755.75,1,310726,1012513305,101,WA002,3035A-9999A-9999C-9999E,WA007,301010255,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513305301010255
3226,19,2755.75,1,310726,1012513305,101,WA002,3035A-9999A-9999C-9999E,WA007,301010256,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513305301010256
3227,19,2755.75,1,310726,1012513305,101,WA002,3035A-9999A-9999C-9999E,WA007,301010262,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513305301010262
3228,19,2755.75,1,310726,1012513305,101,WA002,3035A-9999A-9999C-9999E,WA007,301010263,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513305301010263
3229,19,2755.75,1,310726,1012513305,101,WA002,3035A-9999A-9999C-9999E,WA007,301010264,232663-1-1-101,WA007310726WA0021013035A-9999A-9999C-9999E1012513305301010264
