Order#,Demand Type,Ship Date,Item#,Approved Plant 1,Approved Plant 2,Approved Plant 3,Grade,Spec,Shipping Warehouse Code,Sum of Ordered Pallets,Order Date
10006644,Order,2024-08-08 00:00:00,310015,WA001,"","",102,9999A,WA001,5.000090719404881,2024-07-10 00:00:00
10006652,Order,2024-07-25 00:00:00,310015,WA001,"","",102,9999A,WA001,14.999909280595118,2024-07-10 00:00:00
10006806,Order,2024-07-12 00:00:00,310015,"","","",102,9999A,ID010,0.019958269073754874,2024-07-12 00:00:00
10006806,Order,2024-07-16 00:00:00,310015,"","","",102,9999A,ID010,14.979951011521363,2024-07-12 00:00:00
10006911,Order,2024-07-17 00:00:00,310724,WA002,"","",101,9999A,WA007,0.12011249206205207,2024-07-16 00:00:00
10007107,Order,2024-07-31 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-23 00:00:00
10007108,Order,2024-07-31 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-23 00:00:00
10007109,Order,2024-07-31 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-23 00:00:00
10007130,Order,2024-07-31 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-24 00:00:00
10007138,Order,2024-07-31 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-24 00:00:00
10007233,Order,2024-07-26 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-09 00:00:00
10007246,Order,2024-08-02 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-26 00:00:00
10007291,Order,2024-08-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-29 00:00:00
10007292,Order,2024-08-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-29 00:00:00
10007293,Order,2024-08-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-29 00:00:00
10007322,Order,2024-08-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-30 00:00:00
10007324,Order,2024-08-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-30 00:00:00
10007325,Order,2024-08-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-30 00:00:00
10007379,Order,2024-08-08 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-31 00:00:00
10007380,Order,2024-08-08 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-31 00:00:00
10007381,Order,2024-08-08 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-07-31 00:00:00
10007475,Order,2024-08-09 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-02 00:00:00
10007577,Order,2024-08-16 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-06 00:00:00
10007579,Order,2024-08-16 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-06 00:00:00
10007580,Order,2024-08-15 00:00:00,310015,"","","",102,9999A,WA001,0.03991653814750975,2024-08-06 00:00:00
10007580,Order,2024-08-16 00:00:00,310015,"","","",102,9999A,WA001,14.959992742447609,2024-08-06 00:00:00
10007581,Order,2024-08-16 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-06 00:00:00
10007582,Order,2024-08-16 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-06 00:00:00
10007624,Order,2024-08-17 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-07 00:00:00
10007749,Order,2024-08-13 00:00:00,310724,WA002,"","",101,9999A,WA007,0.03991653814750975,2024-08-12 00:00:00
10007750,Order,2024-08-13 00:00:00,310015,ID002,"","",101,9999E,ID010,0.019958269073754874,2024-08-12 00:00:00
10007754,Order,2024-08-12 00:00:00,310015,ID002,"","",102,9999A,ID010,0.1001542229882972,2024-08-12 00:00:00
10007757,Order,2024-08-13 00:00:00,310018,WA001,"","",102,9999A,WA001,0.019958269073754874,2024-08-12 00:00:00
10007782,Order,2024-08-24 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-13 00:00:00
10007783,Order,2024-08-24 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-13 00:00:00
10007808,Order,2024-08-14 00:00:00,310018,WA001,"","",102,9999A,WA001,0.019958269073754874,2024-08-13 00:00:00
10007846,Order,2024-08-24 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-14 00:00:00
10007850,Order,2024-08-24 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-14 00:00:00
10007852,Order,2024-08-24 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-14 00:00:00
10007854,Order,2024-08-24 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-14 00:00:00
10007855,Order,2024-08-24 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-14 00:00:00
10007941,Order,2024-08-27 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-15 00:00:00
10007997,Order,2024-08-27 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-16 00:00:00
10007998,Order,2024-08-27 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-16 00:00:00
10007999,Order,2024-08-27 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-16 00:00:00
10008000,Order,2024-08-27 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-16 00:00:00
10008001,Order,2024-08-27 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-16 00:00:00
10008127,Order,2024-08-30 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-20 00:00:00
10008128,Order,2024-08-30 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-20 00:00:00
10008129,Order,2024-08-30 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-20 00:00:00
10008131,Order,2024-08-31 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-20 00:00:00
10008132,Order,2024-08-31 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-20 00:00:00
10008148,Order,2024-09-04 00:00:00,310015,WA001,"","",102,9999E,WA001,14.999909280595118,2024-08-20 00:00:00
10008178,Order,2024-09-01 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-21 00:00:00
10008179,Order,2024-09-01 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-21 00:00:00
10008180,Order,2024-09-01 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-21 00:00:00
10008182,Order,2024-09-01 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-21 00:00:00
10008183,Order,2024-09-01 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-21 00:00:00
10008185,Order,2024-08-31 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-21 00:00:00
10008208,Order,2024-09-04 00:00:00,310018,WA001,"","",102,9999A,WA001,14.999909280595118,2024-08-22 00:00:00
10008209,Order,2024-09-19 00:00:00,310018,WA001,"","",102,9999A,WA001,14.999909280595118,2024-08-22 00:00:00
10008215,Order,2024-09-03 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-22 00:00:00
10008216,Order,2024-09-03 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-22 00:00:00
10008217,Order,2024-09-03 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-22 00:00:00
10008307,Order,2024-09-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-26 00:00:00
10008308,Order,2024-09-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-26 00:00:00
10008313,Order,2024-09-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-26 00:00:00
10008316,Order,2024-09-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-26 00:00:00
10008317,Order,2024-09-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-26 00:00:00
10008319,Order,2024-09-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-26 00:00:00
10008321,Order,2024-09-06 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-26 00:00:00
10008351,Order,2024-09-13 00:00:00,310086,ID002,"","",102,9999A,ID010,20,2024-08-26 00:00:00
10008352,Order,2024-09-13 00:00:00,310086,ID002,"","",102,9999A,ID010,20,2024-08-26 00:00:00
10008353,Order,2024-09-13 00:00:00,310086,ID002,"","",102,9999A,ID010,20,2024-08-26 00:00:00
10008354,Order,2024-09-13 00:00:00,310086,ID002,"","",102,9999A,ID010,20,2024-08-26 00:00:00
10008355,Order,2024-09-13 00:00:00,310086,ID002,"","",102,9999A,ID010,20,2024-08-26 00:00:00
10008356,Order,2024-09-13 00:00:00,310086,ID002,"","",102,9999A,ID010,20,2024-08-26 00:00:00
10008357,Order,2024-09-13 00:00:00,310086,ID002,"","",102,9999A,ID010,20,2024-08-26 00:00:00
10008358,Order,2024-09-13 00:00:00,310086,ID002,"","",102,9999A,ID010,20,2024-08-26 00:00:00
10008411,Order,2024-09-07 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-27 00:00:00
10008413,Order,2024-09-07 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-27 00:00:00
10008414,Order,2024-09-07 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-27 00:00:00
10008415,Order,2024-09-07 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-27 00:00:00
10008416,Order,2024-09-07 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-27 00:00:00
10008419,Order,2024-09-06 00:00:00,310015,"","","",102,9999A,WA001,0.019958269073754874,2024-08-27 00:00:00
10008419,Order,2024-09-07 00:00:00,310015,"","","",102,9999A,WA001,14.979951011521363,2024-08-27 00:00:00
10008420,Order,2024-09-07 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-08-27 00:00:00
10008424,Order,2024-09-13 00:00:00,310015,WA001,"","",102,"",WA001,14.999909280595118,2024-08-27 00:00:00
10008425,Order,2024-09-13 00:00:00,310015,WA001,"","",102,"",WA001,14.999909280595118,2024-08-27 00:00:00
10008426,Order,2024-09-13 00:00:00,310015,WA001,"","",102,"",WA001,14.999909280595118,2024-08-27 00:00:00
10008427,Order,2024-09-13 00:00:00,310015,WA001,"","",102,"",WA001,14.999909280595118,2024-08-27 00:00:00
10008428,Order,2024-09-13 00:00:00,310015,WA001,"","",102,"",WA001,14.999909280595118,2024-08-27 00:00:00
10008430,Order,2024-09-13 00:00:00,310015,WA001,"","",102,"",WA001,14.999909280595118,2024-08-27 00:00:00
10008432,Order,2024-09-13 00:00:00,310015,WA001,"","",102,"",WA001,14.999909280595118,2024-08-27 00:00:00
10008433,Order,2024-09-13 00:00:00,310015,WA001,"","",102,"",WA001,14.999909280595118,2024-08-27 00:00:00
10008436,Order,2024-09-13 00:00:00,310015,WA001,"","",102,"",WA001,14.999909280595118,2024-08-27 00:00:00
10008437,Order,2024-09-13 00:00:00,310015,WA001,"","",102,"",WA001,14.999909280595118,2024-08-27 00:00:00
10008961,Order,2024-09-23 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-13 00:00:00
10008962,Order,2024-09-23 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-13 00:00:00
10008964,Order,2024-09-23 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-13 00:00:00
10008965,Order,2024-09-23 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-13 00:00:00
10008966,Order,2024-09-22 00:00:00,310015,"","","",102,9999A,ID010,0.019958269073754874,2024-09-13 00:00:00
10008966,Order,2024-09-23 00:00:00,310015,"","","",102,9999A,ID010,14.979951011521363,2024-09-13 00:00:00
10008968,Order,2024-09-17 00:00:00,310086,ID002,"","",102,9999A,ID002,19,2024-09-13 00:00:00
10008969,Order,2024-09-17 00:00:00,310086,ID002,"","",102,9999A,ID002,19,2024-09-13 00:00:00
10008971,Order,2024-09-17 00:00:00,310086,ID002,"","",102,9999A,ID002,19,2024-09-13 00:00:00
10008972,Order,2024-09-17 00:00:00,310086,ID002,"","",102,9999A,ID002,19,2024-09-13 00:00:00
10008973,Order,2024-09-17 00:00:00,310086,ID002,"","",102,9999A,ID002,19,2024-09-13 00:00:00
10008978,Order,2024-09-24 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-13 00:00:00
10009010,Order,2024-09-19 00:00:00,310015,"","","",102,9999A,ID010,0.019958269073754874,2024-09-16 00:00:00
10009010,Order,2024-09-20 00:00:00,310015,"","","",102,9999A,ID010,14.979951011521363,2024-09-16 00:00:00
10009012,Order,2024-09-20 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-16 00:00:00
10009013,Order,2024-09-16 00:00:00,310015,"","","",102,9999A,ID010,2.9999092805951193,2024-09-16 00:00:00
10009013,Order,2024-09-17 00:00:00,310015,"","","",102,9999A,ID010,12,2024-09-16 00:00:00
10009061,Order,2024-10-22 00:00:00,310726,WA002,"","",102,9999A,WA014,0.7199491971332668,2024-09-17 00:00:00
10009061,Order,2024-10-23 00:00:00,310726,WA002,"","",102,9999A,WA014,14.279960083461852,2024-09-17 00:00:00
10009064,Order,2024-09-28 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-18 00:00:00
10009117,Order,2024-09-29 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-18 00:00:00
10009118,Order,2024-09-29 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-18 00:00:00
10009119,Order,2024-09-29 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-19 00:00:00
10009131,Order,2024-09-30 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-09-19 00:00:00
10009132,Order,2024-09-30 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-09-19 00:00:00
10009133,Order,2024-09-29 00:00:00,310015,"","","",102,9999A,WA001,0.019958269073754874,2024-09-19 00:00:00
10009133,Order,2024-09-30 00:00:00,310015,"","","",102,9999A,WA001,14.979951011521363,2024-09-19 00:00:00
10009134,Order,2024-09-30 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-09-19 00:00:00
10009135,Order,2024-09-30 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-19 00:00:00
10009136,Order,2024-09-30 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-19 00:00:00
10009137,Order,2024-09-30 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-19 00:00:00
10009138,Order,2024-09-30 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-19 00:00:00
10009139,Order,2024-09-29 00:00:00,310015,"","","",102,9999A,ID010,0.03991653814750975,2024-09-19 00:00:00
10009139,Order,2024-09-30 00:00:00,310015,"","","",102,9999A,ID010,14.959992742447609,2024-09-19 00:00:00
10009194,Order,2024-10-01 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-20 00:00:00
10009195,Order,2024-10-01 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-20 00:00:00
10009196,Order,2024-10-01 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-20 00:00:00
10009252,Order,2024-09-26 00:00:00,310015,WA001,"","",101,9999A,WA017,2.0001814388097614,2024-09-23 00:00:00
10009252,Order,2024-09-26 00:00:00,310018,WA001,"","",102,9999A,WA017,2.9999092805951193,2024-09-23 00:00:00
10009252,Order,2024-09-26 00:00:00,310023,WA002,"","",101,9999A,WA017,4,2024-09-23 00:00:00
10009252,Order,2024-09-26 00:00:00,310086,ID002,"","",101,"",WA017,2,2024-09-23 00:00:00
10009252,Order,2024-09-26 00:00:00,310726,WA002,"","",101,9999A,WA017,5.999818561190239,2024-09-23 00:00:00
10009318,Order,2024-10-04 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-24 00:00:00
10009319,Order,2024-10-04 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-24 00:00:00
10009320,Order,2024-10-04 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-24 00:00:00
10009321,Order,2024-10-04 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-24 00:00:00
10009322,Order,2024-10-04 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-24 00:00:00
10009359,Order,2024-10-04 00:00:00,310015,"","","",102,9999A,ID010,0.019958269073754874,2024-09-25 00:00:00
10009359,Order,2024-10-05 00:00:00,310015,"","","",102,9999A,ID010,14.979951011521363,2024-09-25 00:00:00
10009360,Order,2024-10-05 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-25 00:00:00
10009361,Order,2024-10-05 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-25 00:00:00
10009362,Order,2024-10-05 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-25 00:00:00
10009363,Order,2024-10-05 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-25 00:00:00
10009465,Order,2024-10-07 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-09-27 00:00:00
10009551,Order,2024-10-01 00:00:00,310724,WA002,"","",102,9999A,WA007,0.03991653814750975,2024-09-30 00:00:00
10009707,Order,2024-10-12 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-10-02 00:00:00
10009708,Order,2024-10-12 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-10-02 00:00:00
10009709,Order,2024-10-13 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-10-03 00:00:00
10009728,Order,2024-10-14 00:00:00,310015,"","","",102,9999A,ID010,14.999909280595118,2024-10-04 00:00:00
10009729,Order,2024-10-14 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-04 00:00:00
10009730,Order,2024-10-14 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-04 00:00:00
10009731,Order,2024-10-14 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-04 00:00:00
10009732,Order,2024-10-14 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-04 00:00:00
10009746,Order,2024-10-05 00:00:00,310015,"","","",102,9999A,ID010,2.9999092805951193,2024-10-04 00:00:00
10009759,Order,2024-10-31 00:00:00,310015,ID002,"","",101,"",ID010,1.1198403338474099,2024-10-07 00:00:00
10009759,Order,2024-11-01 00:00:00,310015,ID002,"","",101,"",ID010,8.879978227342828,2024-10-07 00:00:00
10009759,Order,2024-11-01 00:00:00,310086,ID002,"","",101,"",ID010,5,2024-10-07 00:00:00
10009760,Order,2024-10-30 00:00:00,310015,ID002,"","",101,"",ID010,0.1001542229882972,2024-10-07 00:00:00
10009760,Order,2024-10-31 00:00:00,310015,ID002,"","",101,"",ID010,13.819831261906922,2024-10-07 00:00:00
10009761,Order,2024-11-01 00:00:00,310015,ID002,"","",101,"",ID010,13.91998548489522,2024-10-07 00:00:00
10009834,Order,2024-10-17 00:00:00,310015,WA001,"","",102,9999A,WA001,14.999909280595118,2024-10-08 00:00:00
10009951,Order,2024-10-16 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-14 00:00:00
10009953,Order,2024-10-16 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-14 00:00:00
10010211,Order,2024-10-22 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-21 00:00:00
10010215,Order,2024-10-21 00:00:00,310015,"","","",102,9999A,WA010,0.019958269073754874,2024-10-21 00:00:00
10010215,Order,2024-10-22 00:00:00,310015,"","","",102,9999A,WA010,14.979951011521363,2024-10-21 00:00:00
10010223,Order,2024-10-29 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-21 00:00:00
10010224,Order,2024-10-29 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-21 00:00:00
10010225,Order,2024-10-29 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-21 00:00:00
10010291,Order,2024-11-03 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-22 00:00:00
10010292,Order,2024-11-03 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-22 00:00:00
10010294,Order,2024-11-03 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-22 00:00:00
10010295,Order,2024-11-03 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-22 00:00:00
10010296,Order,2024-11-03 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-22 00:00:00
10010297,Order,2024-11-03 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-22 00:00:00
10010298,Order,2024-11-03 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-22 00:00:00
10010300,Order,2024-11-02 00:00:00,310015,"","","",102,9999A,WA010,0.019958269073754874,2024-10-22 00:00:00
10010300,Order,2024-11-03 00:00:00,310015,"","","",102,9999A,WA010,14.979951011521363,2024-10-22 00:00:00
10010329,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-23 00:00:00
10010330,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-23 00:00:00
10010331,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-23 00:00:00
10010332,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-23 00:00:00
10010333,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-23 00:00:00
10010334,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-23 00:00:00
10010335,Order,2024-11-03 00:00:00,310015,"","","",102,9999A,WA010,0.019958269073754874,2024-10-23 00:00:00
10010335,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.979951011521363,2024-10-23 00:00:00
10010336,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-23 00:00:00
10010393,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-24 00:00:00
10010394,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-24 00:00:00
10010395,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-24 00:00:00
10010396,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-24 00:00:00
10010397,Order,2024-11-04 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-24 00:00:00
10010410,Order,2024-12-20 00:00:00,310015,WA001,ID002,"",102,3130A,WA001,10.020139707883516,2024-10-24 00:00:00
10010486,Order,2024-10-29 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-28 00:00:00
10010487,Order,2024-11-09 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-28 00:00:00
10010488,Order,2024-11-09 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-28 00:00:00
10010489,Order,2024-11-09 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-28 00:00:00
10010490,Order,2024-11-09 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-28 00:00:00
10010491,Order,2024-11-09 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-28 00:00:00
10010492,Order,2024-11-09 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-28 00:00:00
10010493,Order,2024-11-09 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-28 00:00:00
10010494,Order,2024-11-09 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-28 00:00:00
10010495,Order,2024-11-09 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-28 00:00:00
10010534,Order,2024-11-10 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-29 00:00:00
10010535,Order,2024-11-10 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-29 00:00:00
10010536,Order,2024-11-10 00:00:00,310015,"","","",102,9999A,WA001,14.999909280595118,2024-10-29 00:00:00
10010537,Order,2024-11-09 00:00:00,310015,"","","",102,9999A,WA010,0.05987480722126462,2024-10-29 00:00:00
10010537,Order,2024-11-10 00:00:00,310015,"","","",102,9999A,WA010,14.940034473373855,2024-10-29 00:00:00
10010538,Order,2024-11-09 00:00:00,310015,"","","",102,9999A,WA010,0.019958269073754874,2024-10-29 00:00:00
10010538,Order,2024-11-10 00:00:00,310015,"","","",102,9999A,WA010,14.979951011521363,2024-10-29 00:00:00
10010539,Order,2024-11-10 00:00:00,310015,"","","",102,9999A,WA010,14.999909280595118,2024-10-29 00:00:00
