Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO
41,2755.75,1,310002,1002511501,101,WA001,3405A-9999A-9999E,TX001,300986889
40,2755.75,1,310002,1002511601,102,WA001,9999A,TX001,300987241
40,2755.75,1,310002,1002511601,102,WA001,9999A,TX001,300987242
40,2755.75,1,310002,1002511601,102,WA001,9999A,TX001,300987243
40,2755.75,1,310002,1002511601,102,WA001,9999A,TX001,300987244
40,2755.75,1,310002,1002511601,102,WA001,9999A,TX001,300987245
40,2755.75,1,310002,1002511601,102,WA001,9999A,TX001,300987247
31,2755.75,1,310002,1002512502,101,WA001,3405A-9999A-9999E,WA001,301000392
31,2755.75,1,310002,1002512503,101,WA001,3405A-9999A,WA001,301000489
31,2755.75,1,310002,1002512503,101,WA001,3405A-9999A,WA001,301000490
31,2755.75,1,310002,1002512503,101,WA001,3405A-9999A,WA001,301000491
31,2755.75,1,310002,1002512503,101,WA001,3405A-9999A,WA001,301000492
31,2755.75,1,310002,1002512503,101,WA001,3405A-9999A,WA001,301000494
26,2755.75,1,310002,1002513002,102,WA001,9999A,WA001,301006224
26,2755.75,1,310002,1002513002,102,WA001,9999A,WA001,301006225
26,2755.75,1,310002,1002513002,102,WA001,9999A,WA001,301006226
26,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006261
26,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006326
26,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006331
26,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006349
26,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006362
26,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006373
26,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006384
26,2755.75,1,310002,1002513003,102,WA001,9999A,WA001,301006393
25,2755.75,1,310002,1002513101,102,WA001,9999A,WA001,301008292
25,2755.75,1,310002,1002513101,102,WA001,9999A,WA001,301008293
25,2755.75,1,310002,1002513101,102,WA001,9999A,WA001,301008294
25,2755.75,1,310002,1002513102,102,WA001,9999A,WA001,301008389
25,2755.75,1,310002,1002513102,102,WA001,9999A,WA001,301008390
25,2755.75,1,310002,1002513102,102,WA001,9999A,WA001,301008406
25,2755.75,1,310002,1002513102,102,WA001,9999A,WA001,301008409
25,2755.75,1,310002,1002513102,102,WA001,9999A,WA001,301008414
25,2755.75,1,310002,1002513102,102,WA001,9999A,WA001,301008419
24,2755.75,1,310002,1002513201,102,WA001,9999A,WA001,301008844
24,2755.75,1,310002,1002513201,102,WA001,9999A,WA001,301008845
24,2755.75,1,310002,1002513201,102,WA001,9999A,WA001,301008846
24,2755.75,1,310002,1002513201,102,WA001,9999A,WA001,301008847
24,2755.75,1,310002,1002513201,102,WA001,9999A,WA001,301008945
24,2755.75,1,310002,1002513201,102,WA001,9999A,WA001,301008946
24,2755.75,1,310002,1002513201,102,WA001,9999A,WA001,301008947
24,2755.75,1,310002,1002513201,102,WA001,9999A,WA001,301008948
24,2755.75,1,310002,1002513202,102,WA001,9999A,WA001,301009019
24,2755.75,1,310002,1002513202,102,WA001,9999A,WA001,301009021
24,2755.75,1,310002,1002513202,102,WA001,9999A,WA001,301009023
24,2755.75,1,310002,1002513202,102,WA001,9999A,WA001,301009040
24,2755.75,1,310002,1002513202,102,WA001,9999A,WA001,301009047
24,2755.75,1,310002,1002513202,102,WA001,9999A,WA001,301009056
24,2755.75,1,310002,1002513202,102,WA001,9999A,WA001,301009085
24,2755.75,1,310002,1002513202,102,WA001,9999A,WA001,301009086
24,2755.75,1,310002,1002513203,102,WA001,9999A,WA001,301009126
24,2755.75,1,310002,1002513203,102,WA001,9999A,WA001,301009128
24,2755.75,1,310002,1002513203,102,WA001,9999A,WA001,301009130
24,2755.75,1,310002,1002513203,102,WA001,9999A,WA001,301009131
24,165.345,0,310002,1002513203,102,WA001,9999A,WA001,301009219
23,2590.405,1,310002,1002513301,102,WA001,9999A,WA001,301010574
23,2755.75,1,310002,1002513301,102,WA001,9999A,WA001,301010691
23,2755.75,1,310002,1002513301,102,WA001,9999A,WA001,301010692
23,2755.75,1,310002,1002513301,102,WA001,9999A,WA001,301010693
23,2755.75,1,310002,1002513301,102,WA001,9999A,WA001,301010694
23,2755.75,1,310002,1002513301,102,WA001,9999A,WA001,301010695
23,2755.75,1,310002,1002513301,102,WA001,9999A,WA001,301010697
23,2755.75,1,310002,1002513301,102,WA001,9999A,WA001,301010698
23,2755.75,1,310002,1002513302,102,WA001,9999A,WA001,301010709
23,2755.75,1,310002,1002513302,102,WA001,9999A,WA001,301010710
23,2755.75,1,310002,1002513302,102,WA001,9999A,WA001,301010711
23,2755.75,1,310002,1002513302,102,WA001,9999A,WA001,301010712
23,2755.75,1,310002,1002513302,102,WA001,9999A,WA001,301010713
23,2755.75,1,310002,1002513302,102,WA001,9999A,WA001,301010714
23,2755.75,1,310002,1002513302,102,WA001,9999A,WA001,301010715
23,2755.75,1,310002,1002513302,102,WA001,9999A,WA001,301010716
23,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010862
23,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010863
23,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010864
23,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010866
23,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010868
23,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010869
23,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010870
23,2755.75,1,310002,1002513303,102,WA001,9999A,WA001,301010871
23,2755.75,1,310002,1002513304,102,WA001,9999A,WA001,301011054
23,2755.75,1,310002,1002513304,102,WA001,9999A,WA001,301011056
23,2755.75,1,310002,1002513304,102,WA001,9999A,WA001,301011059
21,2755.75,1,310002,1002513501,102,WA001,9999A,WA001,301012441
21,2755.75,1,310002,1002513501,102,WA001,9999A,WA001,301012442
21,2755.75,1,310002,1002513501,102,WA001,9999A,WA001,301012443
21,2755.75,1,310002,1002513501,102,WA001,9999A,WA001,301012494
21,2755.75,1,310002,1002513501,102,WA001,9999A,WA001,301012495
21,2755.75,1,310002,1002513501,102,WA001,9999A,WA001,301012506
21,2755.75,1,310002,1002513501,102,WA001,9999A,WA001,301012510
21,2755.75,1,310002,1002513501,102,WA001,9999A,WA001,301012511
21,2755.75,1,310002,1002513502,101,WA001,3405A-9999A,WA001,301012525
21,2755.75,1,310002,1002513502,101,WA001,3405A-9999A,WA001,301012526
21,2755.75,1,310002,1002513502,101,WA001,3405A-9999A,WA001,301012537
21,2755.75,1,310002,1002513502,101,WA001,3405A-9999A,WA001,301012538
21,2755.75,1,310002,1002513502,101,WA001,3405A-9999A,WA001,301012565
21,2755.75,1,310002,1002513502,101,WA001,3405A-9999A,WA001,301012566
21,2755.75,1,310002,1002513502,101,WA001,3405A-9999A,WA001,301012567
21,2755.75,1,310002,1002513502,101,WA001,3405A-9999A,WA001,301012568
21,2755.75,1,310002,1002513503,102,WA001,9999A,WA001,301012621
21,2755.75,1,310002,1002513503,102,WA001,9999A,WA001,301012622
21,2755.75,1,310002,1002513503,102,WA001,9999A,WA001,301012623
21,2755.75,1,310002,1002513503,102,WA001,9999A,WA001,301012640
21,2755.75,1,310002,1002513503,102,WA001,9999A,WA001,301012641
21,2755.75,1,310002,1002513503,102,WA001,9999A,WA001,301012642
21,2755.75,1,310002,1002513503,102,WA001,9999A,WA001,301012669
21,2755.75,1,310002,1002513503,102,WA001,9999A,WA001,301012680
21,2755.75,1,310002,1002513504,102,WA001,9999A,WA001,301012740
21,2755.75,1,310002,1002513504,102,WA001,9999A,WA001,301012741
21,2755.75,1,310002,1002513504,102,WA001,9999A,WA001,301012742
21,2755.75,1,310002,1002513504,102,WA001,9999A,WA001,301012746
21,2755.75,1,310002,1002513504,102,WA001,9999A,WA001,301012768
21,2755.75,1,310002,1002513504,102,WA001,9999A,WA001,301012770
21,2755.75,1,310002,1002513504,102,WA001,9999A,WA001,301012791
21,2755.75,1,310002,1002513504,102,WA001,9999A,WA001,301012805
21,2755.75,1,310002,1002513505,101,WA001,3405A-9999A,WA001,301012811
21,2755.75,1,310002,1002513505,101,WA001,3405A-9999A,WA001,301012812
21,2755.75,1,310002,1002513505,101,WA001,3405A-9999A,WA001,301012823
21,2755.75,1,310002,1002513505,101,WA001,3405A-9999A,WA001,301012824
21,2755.75,1,310002,1002513505,101,WA001,3405A-9999A,WA001,301012825
21,2755.75,1,310002,1002513505,101,WA001,3405A-9999A,WA001,301012826
21,2755.75,1,310002,1002513505,101,WA001,3405A-9999A,WA001,301012827
21,2755.75,1,310002,1002513505,101,WA001,3405A-9999A,WA001,301012829
21,2755.75,1,310002,1002513506,102,WA001,9999A,WA001,301012830
21,2755.75,1,310002,1002513506,102,WA001,9999A,WA001,301012831
21,2755.75,1,310002,1002513506,102,WA001,9999A,WA001,301012832
21,2755.75,1,310002,1002513506,102,WA001,9999A,WA001,301012833
21,2755.75,1,310002,1002513506,102,WA001,9999A,WA001,301012834
21,2755.75,1,310002,1002513506,102,WA001,9999A,WA001,301012835
21,2755.75,1,310002,1002513506,102,WA001,9999A,WA001,301012837
21,2755.75,1,310002,1002513506,102,WA001,9999A,WA001,301012838
19,2755.75,1,310002,1002513701,101,WA001,3405A-9999A,WA001,301015458
19,2755.75,1,310002,1002513701,101,WA001,3405A-9999A,WA001,301015459
19,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015620
19,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015621
19,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015677
19,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015679
19,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015712
19,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015713
19,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015747
19,2755.75,1,310002,1002513702,102,WA001,9999A,WA001,301015748
19,2755.75,1,310002,1002513703,101,WA001,3405A-9999A-9999E,WA001,301015750
19,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301015815
19,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016004
19,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016005
19,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016026
19,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016038
19,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016039
19,2755.75,1,310002,1002513704,101,WA001,3405A-9999A-9999E,WA001,301016049
19,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016050
19,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016060
19,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016083
19,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016084
19,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016097
19,2755.75,1,310002,1002513705,102,WA001,9999A,WA001,301016098
19,606.265,0,310002,1002513705,102,WA001,9999A,WA001,301016117
18,2149.485,1,310002,1002513801,102,WA001,9999A,WA001,301016571
18,2755.75,1,310002,1002513801,102,WA001,9999A,WA001,301016653
18,2755.75,1,310002,1002513801,102,WA001,9999A,WA001,301016658
18,2755.75,1,310002,1002513801,102,WA001,9999A,WA001,301016681
18,2755.75,1,310002,1002513801,102,WA001,9999A,WA001,301016685
18,2755.75,1,310002,1002513801,102,WA001,9999A,WA001,301016688
18,2755.75,1,310002,1002513801,102,WA001,9999A,WA001,301016696
18,2755.75,1,310002,1002513801,102,WA001,9999A,WA001,301016697
18,2755.75,1,310002,1002513802,102,WA001,9999A,WA001,301016723
18,2755.75,1,310002,1002513802,102,WA001,9999A,WA001,301016724
18,2755.75,1,310002,1002513802,102,WA001,9999A,WA001,301016725
18,2755.75,1,310002,1002513802,102,WA001,9999A,WA001,301016740
18,2755.75,1,310002,1002513802,102,WA001,9999A,WA001,301016954
18,2755.75,1,310002,1002513802,102,WA001,9999A,WA001,301016955
18,2755.75,1,310002,1002513802,102,WA001,9999A,WA001,301016971
18,2755.75,1,310002,1002513802,102,WA001,9999A,WA001,301016972
17,2755.75,1,310002,1002513901,102,WA001,9999A,WA001,301018183
17,2755.75,1,310002,1002513901,102,WA001,9999A,WA001,301018184
17,2755.75,1,310002,1002513901,102,WA001,9999A,WA001,301018185
17,2755.75,1,310002,1002513901,102,WA001,9999A,WA001,301018186
17,2755.75,1,310002,1002513901,102,WA001,9999A,WA001,301018223
17,2755.75,1,310002,1002513901,102,WA001,9999A,WA001,301018224
17,2755.75,1,310002,1002513901,102,WA001,9999A,WA001,301018225
17,2755.75,1,310002,1002513901,102,WA001,9999A,WA001,301018226
17,2755.75,1,310002,1002513902,102,WA001,9999A,WA001,301018250
17,2755.75,1,310002,1002513902,102,WA001,9999A,WA001,301018275
17,2755.75,1,310002,1002513902,102,WA001,9999A,WA001,301018278
17,2755.75,1,310002,1002513902,102,WA001,9999A,WA001,301018289
17,2755.75,1,310002,1002513902,102,WA001,9999A,WA001,301018299
17,2755.75,1,310002,1002513902,102,WA001,9999A,WA001,301018312
17,2755.75,1,310002,1002513902,102,WA001,9999A,WA001,301018330
17,2755.75,1,310002,1002513902,102,WA001,9999A,WA001,301018342
17,2755.75,1,310002,1002513903,102,WA001,9999A,WA001,301018371
17,2755.75,1,310002,1002513903,102,WA001,9999A,WA001,301018372
17,2755.75,1,310002,1002513903,102,WA001,9999A,WA001,301018373
17,2755.75,1,310002,1002513903,102,WA001,9999A,WA001,301018375
17,2755.75,1,310002,1002513903,102,WA001,9999A,WA001,301018433
17,2755.75,1,310002,1002513903,102,WA001,9999A,WA001,301018434
17,2755.75,1,310002,1002513903,102,WA001,9999A,WA001,301018435
17,2755.75,1,310002,1002513903,102,WA001,9999A,WA001,301018436
17,2755.75,1,310002,1002513904,102,WA001,9999A,WA001,301018606
17,2755.75,1,310002,1002513904,102,WA001,9999A,WA001,301018607
15,2755.75,1,310002,1002514101,102,WA001,9999A,WA001,301020831
15,2755.75,1,310002,1002514101,102,WA001,9999A,WA001,301020832
15,2755.75,1,310002,1002514101,102,WA001,9999A,WA001,301020867
15,2755.75,1,310002,1002514101,102,WA001,9999A,WA001,301020869
15,2755.75,1,310002,1002514101,102,WA001,9999A,WA001,301020896
15,2755.75,1,310002,1002514101,102,WA001,9999A,WA001,301020897
15,2755.75,1,310002,1002514101,102,WA001,9999A,WA001,301020954
15,2755.75,1,310002,1002514101,102,WA001,9999A,WA001,301020955
15,2755.75,1,310002,1002514102,102,WA001,9999A,WA001,301020957
15,2755.75,1,310002,1002514102,102,WA001,9999A,WA001,301021025
15,2755.75,1,310002,1002514102,102,WA001,9999A,WA001,301021049
15,2755.75,1,310002,1002514106,102,WA001,9999A,WA001,301021506
14,2755.75,1,310002,1002514201,102,WA001,9999A,WA001,301022526
14,1873.91,1,310002,1002514201,102,WA001,9999A,WA001,301022557
13,881.84,0,310002,1002514301,102,WA001,9999A,WA001,301023185
13,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023186
13,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023200
13,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023201
13,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023222
13,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023223
13,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023229
13,2755.75,1,310002,1002514301,102,WA001,9999A,WA001,301023230
13,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023231
13,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023266
13,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023267
13,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023268
13,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023293
13,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023294
13,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023295
13,2755.75,1,310002,1002514302,102,WA001,9999A,WA001,301023296
13,2755.75,1,310002,1002514303,102,WA001,9999A,WA001,301023310
13,2755.75,1,310002,1002514303,102,WA001,9999A,WA001,301023311
13,2755.75,1,310002,1002514303,102,WA001,9999A,WA001,301023329
13,2755.75,1,310002,1002514303,102,WA001,9999A,WA001,301023343
13,2755.75,1,310002,1002514303,102,WA001,9999A,WA001,301023364
13,2755.75,1,310002,1002514303,102,WA001,9999A,WA001,301023379
13,1157.415,0,310002,1002514303,102,WA001,9999A,WA001,301023737
12,1598.335,1,310002,1002514401,102,WA001,9999A,WA001,301025291
12,2755.75,1,310002,1002514401,102,WA001,9999A,WA001,301025292
12,2755.75,1,310002,1002514401,102,WA001,9999A,WA001,301025294
12,2755.75,1,310002,1002514401,102,WA001,9999A,WA001,301025295
12,2755.75,1,310002,1002514401,102,WA001,9999A,WA001,301025354
12,2755.75,1,310002,1002514401,102,WA001,9999A,WA001,301025358
12,2755.75,1,310002,1002514401,102,WA001,9999A,WA001,301025363
12,2755.75,1,310002,1002514401,102,WA001,9999A,WA001,301025365
11,2755.75,1,310002,1002514501,102,WA001,9999A,WA001,301025934
11,2755.75,1,310002,1002514501,102,WA001,9999A,WA001,301025936
11,2755.75,1,310002,1002514501,102,WA001,9999A,WA001,301025937
11,2755.75,1,310002,1002514501,102,WA001,9999A,WA001,301025938
11,2755.75,1,310002,1002514501,102,WA001,9999A,WA001,301025963
11,2755.75,1,310002,1002514501,102,WA001,9999A,WA001,301025964
11,2755.75,1,310002,1002514501,102,WA001,9999A,WA001,301025965
11,2755.75,1,310002,1002514501,102,WA001,9999A,WA001,301025966
11,2755.75,1,310002,1002514502,102,WA001,9999A,WA001,301026012
11,2755.75,1,310002,1002514502,102,WA001,9999A,WA001,301026026
11,2755.75,1,310002,1002514502,102,WA001,9999A,WA001,301026030
11,2755.75,1,310002,1002514502,102,WA001,9999A,WA001,301026031
11,2755.75,1,310002,1002514502,102,WA001,9999A,WA001,301026037
11,2755.75,1,310002,1002514502,102,WA001,9999A,WA001,301026044
11,2755.75,1,310002,1002514502,102,WA001,9999A,WA001,301026071
11,2755.75,1,310002,1002514502,102,WA001,9999A,WA001,301026072
11,2755.75,1,310002,1002514503,102,WA001,9999A,WA001,301026094
11,2755.75,1,310002,1002514503,102,WA001,9999A,WA001,301026096
11,2755.75,1,310002,1002514503,102,WA001,9999A,WA001,301026097
11,2755.75,1,310002,1002514503,102,WA001,9999A,WA001,301026098
11,2755.75,1,310002,1002514503,102,WA001,9999A,WA001,301026152
11,2755.75,1,310002,1002514503,102,WA001,9999A,WA001,301026153
11,2755.75,1,310002,1002514503,102,WA001,9999A,WA001,301026154
11,2755.75,1,310002,1002514503,102,WA001,9999A,WA001,301026155
11,2755.75,1,310002,1002514504,102,WA001,9999A,WA001,301026211
11,2755.75,1,310002,1002514504,102,WA001,9999A,WA001,301026230
11,2755.75,1,310002,1002514504,102,WA001,9999A,WA001,301026231
11,2755.75,1,310002,1002514504,102,WA001,9999A,WA001,301026242
11,2755.75,1,310002,1002514504,102,WA001,9999A,WA001,301026258
11,2755.75,1,310002,1002514504,102,WA001,9999A,WA001,301026268
11,1763.68,1,310002,1002514504,102,WA001,9999A,WA001,301026289
10,992.07,0,310002,1002514601,102,WA001,9999A,WA001,301028077
10,2755.75,1,310002,1002514601,102,WA001,9999A,WA001,301028078
10,2755.75,1,310002,1002514601,102,WA001,9999A,WA001,301028079
10,2755.75,1,310002,1002514601,102,WA001,9999A,WA001,301028080
10,2755.75,1,310002,1002514601,102,WA001,9999A,WA001,301028153
10,2755.75,1,310002,1002514601,102,WA001,9999A,WA001,301028158
10,2755.75,1,310002,1002514601,102,WA001,9999A,WA001,301028162
10,2755.75,1,310002,1002514601,102,WA001,9999A,WA001,301028163
10,2755.75,1,310002,1002514602,102,WA001,9999A,WA001,301028225
10,2755.75,1,310002,1002514602,102,WA001,9999A,WA001,301028244
10,2755.75,1,310002,1002514602,102,WA001,9999A,WA001,301028246
10,2755.75,1,310002,1002514602,102,WA001,9999A,WA001,301028251
10,2755.75,1,310002,1002514602,102,WA001,9999A,WA001,301028257
10,2755.75,1,310002,1002514602,102,WA001,9999A,WA001,301028259
10,2755.75,1,310002,1002514602,102,WA001,9999A,WA001,301028260
10,2755.75,1,310002,1002514602,102,WA001,9999A,WA001,301028271
10,2755.75,1,310002,1002514603,102,WA001,9999A,WA001,301028313
10,2755.75,1,310002,1002514603,102,WA001,9999A,WA001,301028314
10,2755.75,1,310002,1002514603,102,WA001,9999A,WA001,301028315
10,2755.75,1,310002,1002514603,102,WA001,9999A,WA001,301028316
10,2755.75,1,310002,1002514603,102,WA001,9999A,WA001,301028317
10,2755.75,1,310002,1002514603,102,WA001,9999A,WA001,301028319
10,2755.75,1,310002,1002514603,102,WA001,9999A,WA001,301028320
10,2755.75,1,310002,1002514603,102,WA001,9999A,WA001,301028321
10,2755.75,1,310002,1002514604,102,WA001,9999A,WA001,301028376
10,2755.75,1,310002,1002514604,102,WA001,9999A,WA001,301028377
10,2755.75,1,310002,1002514604,102,WA001,9999A,WA001,301028378
10,2755.75,1,310002,1002514604,102,WA001,9999A,WA001,301028379
22,2755.75,1,310015,1002513404,101,WA001,9999A-9999E,WA001,301011535
14,2755.75,1,310015,1002514203,101,WA001,9999A-9999E,WA001,301022803
14,2755.75,1,310015,1002514203,101,WA001,9999A-9999E,WA001,301022804
14,2755.75,1,310015,1002514203,101,WA001,9999A-9999E,WA001,301022811
14,2755.75,1,310015,1002514204,101,WA001,9999A-9999E,WA001,301022841
14,2755.75,1,310015,1002514204,101,WA001,9999A-9999E,WA001,301022846
14,2755.75,1,310015,1002514204,101,WA001,9999A-9999E,WA001,301022847
14,2755.75,1,310015,1002514204,101,WA001,9999A-9999E,WA001,301022848
14,2755.75,1,310015,1002514204,101,WA001,9999A-9999E,WA001,301022850
14,2755.75,1,310015,1002514204,101,WA001,9999A-9999E,WA001,301022851
14,2755.75,1,310015,1002514204,101,WA001,9999A-9999E,WA001,301022900
14,2755.75,1,310015,1002514204,101,WA001,9999A-9999E,WA001,301022904
14,2755.75,1,310015,1002514205,101,WA001,9999A-9999E,WA001,301022916
14,2755.75,1,310015,1002514205,101,WA001,9999A-9999E,WA001,301022917
14,2755.75,1,310015,1002514205,101,WA001,9999A-9999E,WA001,301022937
14,2755.75,1,310015,1002514205,101,WA001,9999A-9999E,WA001,301022938
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301028818
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301028834
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301028839
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301028848
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301028854
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301029070
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301029075
9,2755.75,1,310015,1002514701,101,WA001,9999A-9999E,WA001,301029076
9,2755.75,1,310015,1002514702,101,WA001,9999A-9999E,WA001,301029125
9,2755.75,1,310015,1002514702,101,WA001,9999A-9999E,WA001,301029127
9,2755.75,1,310015,1002514702,101,WA001,9999A-9999E,WA001,301029128
9,2755.75,1,310015,1002514702,101,WA001,9999A-9999E,WA001,301029129
9,2755.75,1,310015,1002514702,101,WA001,9999A-9999E,WA001,301029156
9,2755.75,1,310015,1002514702,101,WA001,9999A-9999E,WA001,301029157
9,2755.75,1,310015,1002514702,101,WA001,9999A-9999E,WA001,301029158
