W_INSERT_DT,WHSE_CODE,ITEM_NUMBER,PRODUCTION_PLANT,QC_GRADE,SPEC,AGE,Sum of Inventory Pallets,ALLOCATED_ORDER_NUM,Allocation Date
2025-06-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,34,"",
2025-06-11 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,30,"",
2025-06-12 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,24,"",
2025-06-13 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,56,"",
2025-06-14 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,5,"",
2025-06-15 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,139,"",
2025-06-17 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,112,"",
2025-06-21 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,76,"",
2025-06-25 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,112,"",
2025-06-26 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,112,"",
2025-06-27 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,104,"",
2025-06-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,108,"",
2025-07-03 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,287,"",
2025-07-04 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8,704,"",
2025-05-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,88,"",
2025-05-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,88,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,88,"",
2025-05-31 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,128,"",
2025-06-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,120,"",
2025-06-02 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,83,"",
2025-06-03 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,149,"",
2025-06-04 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,120,"",
2025-06-05 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,103,"",
2025-06-06 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,48,"",
2025-06-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,14,"",
2025-06-08 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,34,"",
2025-06-10 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,120,"",
2025-06-11 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,120,"",
2025-06-12 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,30,"",
2025-06-13 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,24,"",
2025-06-14 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,51,"",
2025-06-15 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,5,"",
2025-06-16 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,139,"",
2025-06-17 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,136,"",
2025-06-18 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,112,"",
2025-06-19 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,128,"",
2025-06-20 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,61,"",
2025-06-22 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,76,"",
2025-06-24 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,128,"",
2025-06-25 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,105,"",
2025-06-26 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,112,"",
2025-06-27 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,112,"",
2025-06-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,104,"",
2025-06-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,108,"",
2025-07-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,48,"",
2025-07-02 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,128,"",
2025-07-03 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,503,"",
2025-07-04 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,198,"",
2025-07-05 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,9,704,"",
2025-05-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,128,"",
2025-05-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,88,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,88,"",
2025-05-31 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,88,"",
2025-06-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,128,"",
2025-06-02 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,88,"",
2025-06-03 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,83,"",
2025-06-04 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,149,"",
2025-06-05 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,120,"",
2025-06-06 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,103,"",
2025-06-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,48,"",
2025-06-08 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,14,"",
2025-06-09 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,34,"",
2025-06-10 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,153,"",
2025-06-11 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,97,"",
2025-06-12 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,120,"",
2025-06-13 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,22,"",
2025-06-14 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,24,"",
2025-06-15 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,51,"",
2025-06-16 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,5,"",
2025-06-17 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,139,"",
2025-06-18 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,80,"",
2025-06-19 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,112,"",
2025-06-20 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,128,"",
2025-06-21 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,61,"",
2025-06-23 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,76,"",
2025-06-24 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,116,"",
2025-06-25 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,120,"",
2025-06-26 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,50,"",
2025-06-27 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,43,"",
2025-06-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,74,"",
2025-06-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,104,"",
2025-06-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,108,"",
2025-07-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,100,"",
2025-07-02 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,48,"",
2025-07-03 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,70,"",
2025-07-04 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,396,"",
2025-07-05 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,198,"",
2025-07-06 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10,704,"",
2025-05-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,32,"",
2025-05-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,128,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,16,"",
2025-05-31 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,64,"",
2025-06-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,88,"",
2025-06-02 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,96,"",
2025-06-03 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,88,"",
2025-06-04 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,83,"",
2025-06-05 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,94,"",
2025-06-06 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,55,"",
2025-06-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,72,"",
2025-06-08 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,48,"",
2025-06-09 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,14,"",
2025-06-11 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,73,"",
2025-06-12 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,22,"",
2025-06-13 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,17,"",
2025-06-15 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,24,"",
2025-06-16 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,51,"",
2025-06-17 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,5,"",
2025-06-18 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,73,"",
2025-06-19 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,80,"",
2025-06-20 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,47,"",
2025-06-21 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,89,"",
2025-06-22 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,61,"",
2025-06-24 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,24,"",
2025-06-25 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,7,"",
2025-06-26 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,1,"",
2025-06-27 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,8,"",
2025-06-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,74,"",
2025-06-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,104,"",
2025-07-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,108,"",
2025-07-02 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,32,"",
2025-07-05 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,396,"",
2025-07-06 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,198,"",
2025-07-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11,192,"",
2025-05-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,32,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,64,"",
2025-06-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,64,"",
2025-06-02 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,66,"",
2025-06-03 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,96,"",
2025-06-04 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,12,"",
2025-06-06 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,2,"",
2025-06-08 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,72,"",
2025-06-09 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,48,"",
2025-06-12 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,8,"",
2025-06-13 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,1,"",
2025-06-16 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,24,"",
2025-06-17 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,30,"",
2025-06-19 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,28,"",
2025-06-21 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,11,"",
2025-06-22 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,89,"",
2025-06-23 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,61,"",
2025-06-26 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,1,"",
2025-06-27 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,1,"",
2025-06-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,74,"",
2025-07-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,74,"",
2025-07-02 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,32,"",
2025-07-06 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,396,"",
2025-07-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,12,54,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,16,"",
2025-06-03 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,66,"",
2025-06-04 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,66,"",
2025-06-05 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,2,"",
2025-06-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,2,"",
2025-06-09 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,72,"",
2025-06-10 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,39,"",
2025-06-22 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,11,"",
2025-06-23 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,89,"",
2025-06-24 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,13,"",
2025-06-27 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,1,"",
2025-07-02 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,1,"",
2025-07-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,13,108,"",
2025-06-04 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,14,1,"",
2025-06-05 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,14,1,"",
2025-06-06 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,14,2,"",
2025-06-08 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,14,2,"",
2025-06-11 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,14,25,"",
2025-06-23 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,14,11,"",
2025-06-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,14,1,"",
2025-07-03 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,14,7,"",
2025-05-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,15,40,"",
2025-06-06 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,15,1,"",
2025-06-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,15,2,"",
2025-06-09 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,15,2,"",
2025-06-12 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,15,1,"",
2025-06-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,15,1,"",
2025-05-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,16,77,"",
2025-05-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,16,28,"",
2025-06-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,16,1,"",
2025-06-08 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,16,2,"",
2025-06-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,16,1,"",
2025-05-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,17,67,"",
2025-05-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,17,48,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,17,16,"",
2025-06-08 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,17,1,"",
2025-06-09 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,17,2,"",
2025-05-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,18,1,"",
2025-05-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,18,3,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,18,24,"",
2025-06-09 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,18,1,"",
2025-05-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,19,1,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,19,3,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,20,1,"",
2025-05-31 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,20,3,"",
2025-05-31 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,21,1,"",
2025-06-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,21,3,"",
2025-06-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,22,1,"",
2025-06-02 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,22,3,"",
2025-06-02 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,23,1,"",
2025-06-03 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,23,3,"",
2025-06-03 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,24,1,"",
2025-06-04 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,24,3,"",
2025-06-04 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,25,1,"",
2025-06-05 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,26,1,"",
2025-06-06 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,27,1,"",
2025-06-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,28,1,"",
2025-06-08 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,29,1,"",
2025-06-09 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,30,1,"",
2025-06-10 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,31,1,"",
2025-06-11 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,32,1,"",
2025-06-06 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,8,1,"",
2025-06-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,8,8,"",
2025-05-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,9,2,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,9,4,"",
2025-06-07 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,9,1,"",
2025-06-08 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,9,8,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,10,2,"",
2025-05-31 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,10,4,"",
2025-06-08 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,10,1,"",
2025-06-09 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,10,8,"",
2025-05-31 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,11,9,"",
2025-06-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,11,4,"",
2025-06-09 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,11,1,"",
2025-06-10 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,11,4,"",
2025-06-01 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,12,9,"",
2025-05-28 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,16,6,"",
2025-05-29 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,17,6,"",
2025-05-30 00:00:00,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,18,6,"",
2025-07-03 00:00:00,ID002,310015,ID002,101,3117A-9999A,7,216,"",
2025-07-03 00:00:00,ID002,310015,ID002,101,3117A-9999A,8,224,"",
