,LOT_NO,SUBLOT_NO,join_col
4411,1012510414,300971947,WA007310724WA0021019999A-9999E23
4412,1012510415,300971960,WA007310724WA0021019999A-9999E23
4413,1012510504,300972352,WA007310724WA0021019999A-9999E22
4414,1012510504,300972353,WA007310724WA0021019999A-9999E22
4415,1012510504,300972354,WA007310724WA0021019999A-9999E22
4416,1012510505,300972355,WA007310724WA0021019999A-9999E22
4417,1012510505,300972393,WA007310724WA0021019999A-9999E22
4418,1012510505,300972394,WA007310724WA0021019999A-9999E22
4419,1012510505,300972395,WA007310724WA0021019999A-9999E22
4420,1012510505,300972407,WA007310724WA0021019999A-9999E22
4421,1012510505,300972408,WA007310724WA0021019999A-9999E22
4422,1012510505,300972409,WA007310724WA0021019999A-9999E22
4423,1012510505,300972410,WA007310724WA0021019999A-9999E22
4424,1012510506,300972411,WA007310724WA0021019999A-9999E22
4425,1012510506,300972420,WA007310724WA0021019999A-9999E22
4426,1012510506,300972466,WA007310724WA0021019999A-9999E22
4427,1012510506,300972467,WA007310724WA0021019999A-9999E22
4428,1012510506,300972468,WA007310724WA0021019999A-9999E22
4429,1012510506,300972498,WA007310724WA0021019999A-9999E22
4430,1012510506,300972500,WA007310724WA0021019999A-9999E22
4431,1012510506,300972501,WA007310724WA0021019999A-9999E22
4432,1012510507,300972511,WA007310724WA0021019999A-9999E22
4433,1012510507,300972512,WA007310724WA0021019999A-9999E22
4434,1012510507,300972513,WA007310724WA0021019999A-9999E22
4435,1012510507,300972514,WA007310724WA0021019999A-9999E22
4436,1012510507,300972515,WA007310724WA0021019999A-9999E22
4437,1012510507,300972516,WA007310724WA0021019999A-9999E22
4438,1012510507,300972521,WA007310724WA0021019999A-9999E22
4439,1012510507,300972523,WA007310724WA0021019999A-9999E22
4440,1012510508,300972526,WA007310724WA0021019999A-9999E22
4441,1012510508,300972556,WA007310724WA0021019999A-9999E22
4442,1012510508,300972557,WA007310724WA0021019999A-9999E22
4443,1012510508,300972558,WA007310724WA0021019999A-9999E22
4444,1012510508,300972579,WA007310724WA0021019999A-9999E22
4445,1012510508,300972583,WA007310724WA0021019999A-9999E22
4446,1012510508,300972604,WA007310724WA0021019999A-9999E22
4447,1012510508,300972605,WA007310724WA0021019999A-9999E22
4448,1012510509,300972606,WA007310724WA0021019999A-9999E22
4449,1012510509,300972607,WA007310724WA0021019999A-9999E22
4450,1012510509,300972616,WA007310724WA0021019999A-9999E22
4451,1012510509,300972617,WA007310724WA0021019999A-9999E22
4452,1012510509,300972618,WA007310724WA0021019999A-9999E22
4453,1012510514,300972977,WA007310724WA0021019999A-9999E22
4454,1012510514,300972978,WA007310724WA0021019999A-9999E22
4455,1012510514,300972979,WA007310724WA0021019999A-9999E22
4456,1012510515,300973034,WA007310724WA0021019999A-9999E22
4457,1012510515,300973035,WA007310724WA0021019999A-9999E22
4458,1012510515,300973036,WA007310724WA0021019999A-9999E22
4459,1012510515,300973037,WA007310724WA0021019999A-9999E22
4460,1012510515,300973038,WA007310724WA0021019999A-9999E22
4461,1012510515,300973039,WA007310724WA0021019999A-9999E22
4462,1012510515,300973040,WA007310724WA0021019999A-9999E22
4463,1012510515,300973085,WA007310724WA0021019999A-9999E22
4464,1012510516,300973086,WA007310724WA0021019999A-9999E22
4465,1012510516,300973087,WA007310724WA0021019999A-9999E22
4466,1012510516,300973088,WA007310724WA0021019999A-9999E22
4467,1012510516,300973089,WA007310724WA0021019999A-9999E22
4468,1012510516,300973090,WA007310724WA0021019999A-9999E22
4469,1012510601,300973096,WA007310724WA0021019999A-9999E21
4470,1012510601,300973131,WA007310724WA0021019999A-9999E21
4471,1012510601,300973133,WA007310724WA0021019999A-9999E21
4472,1012510601,300973134,WA007310724WA0021019999A-9999E21
4473,1012510601,300973141,WA007310724WA0021019999A-9999E21
4474,1012510601,300973142,WA007310724WA0021019999A-9999E21
4475,1012510601,300973143,WA007310724WA0021019999A-9999E21
4476,1012510601,300973151,WA007310724WA0021019999A-9999E21
4477,1012510602,300973169,WA007310724WA0021019999A-9999E21
4478,1012510602,300973170,WA007310724WA0021019999A-9999E21
4479,1012510602,300973171,WA007310724WA0021019999A-9999E21
4480,1012510602,300973194,WA007310724WA0021019999A-9999E21
4481,1012510602,300973195,WA007310724WA0021019999A-9999E21
4482,1012510602,300973196,WA007310724WA0021019999A-9999E21
4483,1012510602,300973197,WA007310724WA0021019999A-9999E21
4484,1012510602,300973198,WA007310724WA0021019999A-9999E21
4485,1012510603,300973206,WA007310724WA0021019999A-9999E21
4486,1012510603,300973207,WA007310724WA0021019999A-9999E21
4487,1012510603,300973218,WA007310724WA0021019999A-9999E21
4488,1012510603,300973294,WA007310724WA0021019999A-9999E21
4489,1012510603,300973297,WA007310724WA0021019999A-9999E21
4490,1012510603,300973310,WA007310724WA0021019999A-9999E21
4491,1012510603,300973311,WA007310724WA0021019999A-9999E21
4492,1012510603,300973312,WA007310724WA0021019999A-9999E21
4493,1012510604,300973393,WA007310724WA0021019999A-9999E21
4494,1012510604,300973394,WA007310724WA0021019999A-9999E21
4495,1012510604,300973397,WA007310724WA0021019999A-9999E21
4496,1012510604,300973399,WA007310724WA0021019999A-9999E21
4497,1012510604,300973412,WA007310724WA0021019999A-9999E21
4498,1012510604,300973414,WA007310724WA0021019999A-9999E21
4499,1012510604,300973417,WA007310724WA0021019999A-9999E21
4500,1012510604,300973424,WA007310724WA0021019999A-9999E21
4501,1012510605,300973433,WA007310724WA0021019999A-9999E21
4502,1012510605,300973435,WA007310724WA0021019999A-9999E21
4503,1012510605,300973441,WA007310724WA0021019999A-9999E21
4504,1012510605,300973442,WA007310724WA0021019999A-9999E21
4505,1012510605,300973443,WA007310724WA0021019999A-9999E21
4506,1012510605,300973520,WA007310724WA0021019999A-9999E21
4507,1012510605,300973521,WA007310724WA0021019999A-9999E21
4508,1012510605,300973522,WA007310724WA0021019999A-9999E21
4509,1012510606,300973524,WA007310724WA0021019999A-9999E21
4510,1012510606,300973528,WA007310724WA0021019999A-9999E21
4511,1012510606,300973535,WA007310724WA0021019999A-9999E21
4512,1012510606,300973545,WA007310724WA0021019999A-9999E21
4513,1012510606,300973593,WA007310724WA0021019999A-9999E21
4514,1012510606,300973594,WA007310724WA0021019999A-9999E21
4515,1012510606,300973602,WA007310724WA0021019999A-9999E21
4516,1012510606,300973604,WA007310724WA0021019999A-9999E21
4517,1012510607,300973607,WA007310724WA0021019999A-9999E21
4518,1012510607,300973610,WA007310724WA0021019999A-9999E21
4519,1012510607,300973611,WA007310724WA0021019999A-9999E21
4520,1012510607,300973612,WA007310724WA0021019999A-9999E21
4521,1012510607,300973638,WA007310724WA0021019999A-9999E21
4522,1012510607,300973639,WA007310724WA0021019999A-9999E21
4523,1012510607,300973640,WA007310724WA0021019999A-9999E21
4524,1012510607,300973641,WA007310724WA0021019999A-9999E21
4525,1012510608,300973643,WA007310724WA0021019999A-9999E21
4526,1012510608,300973770,WA007310724WA0021019999A-9999E21
4527,1012510608,300973772,WA007310724WA0021019999A-9999E21
4528,1012510608,300973773,WA007310724WA0021019999A-9999E21
4529,1012510608,300973774,WA007310724WA0021019999A-9999E21
4530,1012510608,300973779,WA007310724WA0021019999A-9999E21
4531,1012510608,300973822,WA007310724WA0021019999A-9999E21
4532,1012510608,300973824,WA007310724WA0021019999A-9999E21
4533,1012510609,300974000,WA007310724WA0021019999A-9999E21
4534,1012510609,300974001,WA007310724WA0021019999A-9999E21
4535,1012510609,300974002,WA007310724WA0021019999A-9999E21
4536,1012510609,300974003,WA007310724WA0021019999A-9999E21
4537,1012510609,300974010,WA007310724WA0021019999A-9999E21
4538,1012510609,300974011,WA007310724WA0021019999A-9999E21
4539,1012510609,300974027,WA007310724WA0021019999A-9999E21
4540,1012510609,300974028,WA007310724WA0021019999A-9999E21
4541,1012510610,300974032,WA007310724WA0021019999A-9999E21
4542,1012510610,300974033,WA007310724WA0021019999A-9999E21
4543,1012510610,300974034,WA007310724WA0021019999A-9999E21
4544,1012510610,300974098,WA007310724WA0021019999A-9999E21
4545,1012510610,300974145,WA007310724WA0021019999A-9999E21
4546,1012510610,300974147,WA007310724WA0021019999A-9999E21
4547,1012510610,300974151,WA007310724WA0021019999A-9999E21
4548,1012510610,300974177,WA007310724WA0021019999A-9999E21
4549,1012510611,300974178,WA007310724WA0021019999A-9999E21
4550,1012510611,300974180,WA007310724WA0021019999A-9999E21
4551,1012510611,300974182,WA007310724WA0021019999A-9999E21
4552,1012510611,300974183,WA007310724WA0021019999A-9999E21
4553,1012510611,300974240,WA007310724WA0021019999A-9999E21
4554,1012510611,300974241,WA007310724WA0021019999A-9999E21
4555,1012510611,300974242,WA007310724WA0021019999A-9999E21
4556,1012510611,300974243,WA007310724WA0021019999A-9999E21
4557,1012510612,300974244,WA007310724WA0021019999A-9999E21
4558,1012510612,300974263,WA007310724WA0021019999A-9999E21
4559,1012510612,300974264,WA007310724WA0021019999A-9999E21
4560,1012510612,300974265,WA007310724WA0021019999A-9999E21
4561,1012510612,300974294,WA007310724WA0021019999A-9999E21
4562,1012510612,300974295,WA007310724WA0021019999A-9999E21
4563,1012510612,300974299,WA007310724WA0021019999A-9999E21
4564,1012510612,300974300,WA007310724WA0021019999A-9999E21
4565,1012510613,300974322,WA007310724WA0021019999A-9999E21
4566,1012510613,300974323,WA007310724WA0021019999A-9999E21
4567,1012510613,300974324,WA007310724WA0021019999A-9999E21
4568,1012510613,300974325,WA007310724WA0021019999A-9999E21
4569,1012510613,300974326,WA007310724WA0021019999A-9999E21
4570,1012510613,300974327,WA007310724WA0021019999A-9999E21
4571,1012510613,300974383,WA007310724WA0021019999A-9999E21
4572,1012510613,300974384,WA007310724WA0021019999A-9999E21
4573,1012510614,300974403,WA007310724WA0021019999A-9999E21
4574,1012510614,300974404,WA007310724WA0021019999A-9999E21
4575,1012510614,300974405,WA007310724WA0021019999A-9999E21
4576,1012510614,300974406,WA007310724WA0021019999A-9999E21
4577,1012510614,300974407,WA007310724WA0021019999A-9999E21
4578,1012510614,300974408,WA007310724WA0021019999A-9999E21
4579,1012510614,300974409,WA007310724WA0021019999A-9999E21
4580,1012510614,300974410,WA007310724WA0021019999A-9999E21
4581,1012510701,300974543,WA007310724WA0021019999A-9999E20
4582,1012510701,300974544,WA007310724WA0021019999A-9999E20
4583,1012510701,300974545,WA007310724WA0021019999A-9999E20
4584,1012510701,300974546,WA007310724WA0021019999A-9999E20
4585,1012510701,300974548,WA007310724WA0021019999A-9999E20
4586,1012510701,300974549,WA007310724WA0021019999A-9999E20
4587,1012510701,300974565,WA007310724WA0021019999A-9999E20
4588,1012510701,300974566,WA007310724WA0021019999A-9999E20
4589,1012510702,300974567,WA007310724WA0021019999A-9999E20
4590,1012510702,300974568,WA007310724WA0021019999A-9999E20
4591,1012510702,300974569,WA007310724WA0021019999A-9999E20
4592,1012510702,300974581,WA007310724WA0021019999A-9999E20
4593,1012510702,300974583,WA007310724WA0021019999A-9999E20
4594,1012510702,300974587,WA007310724WA0021019999A-9999E20
4595,1012510702,300974664,WA007310724WA0021019999A-9999E20
4596,1012510702,300974666,WA007310724WA0021019999A-9999E20
4597,1012510703,300974690,WA007310724WA0021019999A-9999E20
4598,1012510703,300974694,WA007310724WA0021019999A-9999E20
4599,1012510703,300974695,WA007310724WA0021019999A-9999E20
4600,1012510703,300974699,WA007310724WA0021019999A-9999E20
4601,1012510703,300974700,WA007310724WA0021019999A-9999E20
4602,1012510703,300974714,WA007310724WA0021019999A-9999E20
4603,1012510703,300974715,WA007310724WA0021019999A-9999E20
4604,1012510703,300974716,WA007310724WA0021019999A-9999E20
4605,1012510704,300974753,WA007310724WA0021019999A-9999E20
4606,1012510704,300974754,WA007310724WA0021019999A-9999E20
4607,1012510704,300974755,WA007310724WA0021019999A-9999E20
4608,1012510704,300974767,WA007310724WA0021019999A-9999E20
4609,1012510704,300974768,WA007310724WA0021019999A-9999E20
4610,1012510704,300974769,WA007310724WA0021019999A-9999E20
4611,1012510704,300974771,WA007310724WA0021019999A-9999E20
4612,1012510704,300974774,WA007310724WA0021019999A-9999E20
4613,1012510705,300974810,WA007310724WA0021019999A-9999E20
4614,1012510705,300974811,WA007310724WA0021019999A-9999E20
4615,1012510705,300974812,WA007310724WA0021019999A-9999E20
4616,1012510705,300974813,WA007310724WA0021019999A-9999E20
4617,1012510705,300974824,WA007310724WA0021019999A-9999E20
4618,1012510705,300974825,WA007310724WA0021019999A-9999E20
4619,1012510705,300974844,WA007310724WA0021019999A-9999E20
4620,1012510705,300974845,WA007310724WA0021019999A-9999E20
4621,1012510706,300974864,WA007310724WA0021019999A-9999E20
4622,1012510706,300974873,WA007310724WA0021019999A-9999E20
4623,1012510706,300974894,WA007310724WA0021019999A-9999E20
4624,1012510706,300974895,WA007310724WA0021019999A-9999E20
4625,1012510707,300974906,WA007310724WA0021019999A-9999E20
4626,1012510707,300974924,WA007310724WA0021019999A-9999E20
4627,1012510707,300974925,WA007310724WA0021019999A-9999E20
4628,1012510707,300974926,WA007310724WA0021019999A-9999E20
4629,1012510707,300974927,WA007310724WA0021019999A-9999E20
4630,1012510707,300974928,WA007310724WA0021019999A-9999E20
4631,1012510707,300974929,WA007310724WA0021019999A-9999E20
4632,1012510707,300974938,WA007310724WA0021019999A-9999E20
4633,1012510708,300974939,WA007310724WA0021019999A-9999E20
4634,1012510708,300974974,WA007310724WA0021019999A-9999E20
4635,1012510708,300974984,WA007310724WA0021019999A-9999E20
4636,1012510708,300974985,WA007310724WA0021019999A-9999E20
4637,1012510708,300974986,WA007310724WA0021019999A-9999E20
4638,1012510708,300974989,WA007310724WA0021019999A-9999E20
4639,1012510708,300974990,WA007310724WA0021019999A-9999E20
4640,1012510708,300974991,WA007310724WA0021019999A-9999E20
4641,1012510709,300975008,WA007310724WA0021019999A-9999E20
4642,1012510709,300975029,WA007310724WA0021019999A-9999E20
4643,1012510709,300975030,WA007310724WA0021019999A-9999E20
4644,1012510709,300975038,WA007310724WA0021019999A-9999E20
4645,1012510709,300975039,WA007310724WA0021019999A-9999E20
4646,1012510709,300975040,WA007310724WA0021019999A-9999E20
4647,1012510709,300975064,WA007310724WA0021019999A-9999E20
4648,1012510709,300975065,WA007310724WA0021019999A-9999E20
4649,1012510710,300975066,WA007310724WA0021019999A-9999E20
4650,1012510710,300975068,WA007310724WA0021019999A-9999E20
4651,1012510710,300975161,WA007310724WA0021019999A-9999E20
4652,1012510710,300975162,WA007310724WA0021019999A-9999E20
4653,1012510710,300975163,WA007310724WA0021019999A-9999E20
4654,1012510710,300975171,WA007310724WA0021019999A-9999E20
4655,1012510710,300975178,WA007310724WA0021019999A-9999E20
4656,1012510710,300975179,WA007310724WA0021019999A-9999E20
4657,1012510711,300975182,WA007310724WA0021019999A-9999E20
4658,1012510711,300975201,WA007310724WA0021019999A-9999E20
4659,1012510711,300975203,WA007310724WA0021019999A-9999E20
4660,1012510711,300975207,WA007310724WA0021019999A-9999E20
4661,1012510711,300975208,WA007310724WA0021019999A-9999E20
4662,1012510711,300975232,WA007310724WA0021019999A-9999E20
4663,1012510711,300975233,WA007310724WA0021019999A-9999E20
4664,1012510711,300975234,WA007310724WA0021019999A-9999E20
4665,1012510712,300975257,WA007310724WA0021019999A-9999E20
4666,1012510712,300975258,WA007310724WA0021019999A-9999E20
4667,1012510712,300975259,WA007310724WA0021019999A-9999E20
4668,1012510712,300975271,WA007310724WA0021019999A-9999E20
4669,1012510712,300975272,WA007310724WA0021019999A-9999E20
4670,1012510712,300975273,WA007310724WA0021019999A-9999E20
4671,1012510712,300975321,WA007310724WA0021019999A-9999E20
4672,1012510712,300975322,WA007310724WA0021019999A-9999E20
4673,1012510713,300975335,WA007310724WA0021019999A-9999E20
4674,1012510713,300975336,WA007310724WA0021019999A-9999E20
4675,1012510713,300975337,WA007310724WA0021019999A-9999E20
4676,1012510713,300975338,WA007310724WA0021019999A-9999E20
4677,1012510713,300975344,WA007310724WA0021019999A-9999E20
4678,1012510713,300975345,WA007310724WA0021019999A-9999E20
4679,1012510713,300975354,WA007310724WA0021019999A-9999E20
4680,1012510713,300975357,WA007310724WA0021019999A-9999E20
4681,1012510714,300975360,WA007310724WA0021019999A-9999E20
4682,1012510714,300975362,WA007310724WA0021019999A-9999E20
4683,1012510714,300975365,WA007310724WA0021019999A-9999E20
4684,1012510714,300975440,WA007310724WA0021019999A-9999E20
4685,1012510714,300975441,WA007310724WA0021019999A-9999E20
4686,1012510714,300975442,WA007310724WA0021019999A-9999E20
4687,1012510714,300975465,WA007310724WA0021019999A-9999E20
4688,1012510714,300975466,WA007310724WA0021019999A-9999E20
4689,1012510715,300975485,WA007310724WA0021019999A-9999E20
4690,1012510715,300975486,WA007310724WA0021019999A-9999E20
4691,1012510715,300975488,WA007310724WA0021019999A-9999E20
4692,1012510715,300975522,WA007310724WA0021019999A-9999E20
4693,1012510715,300975523,WA007310724WA0021019999A-9999E20
4694,1012510715,300975540,WA007310724WA0021019999A-9999E20
4695,1012510715,300975541,WA007310724WA0021019999A-9999E20
4696,1012510715,300975542,WA007310724WA0021019999A-9999E20
4697,1012510716,300975559,WA007310724WA0021019999A-9999E20
4698,1012510716,300975560,WA007310724WA0021019999A-9999E20
4699,1012510716,300975604,WA007310724WA0021019999A-9999E20
4700,1012510716,300975605,WA007310724WA0021019999A-9999E20
4701,1012510801,300975628,WA007310724WA0021019999A-9999E19
4702,1012510801,300975629,WA007310724WA0021019999A-9999E19
4703,1012510801,300975630,WA007310724WA0021019999A-9999E19
4704,1012510801,300975750,WA007310724WA0021019999A-9999E19
4705,1012510801,300975757,WA007310724WA0021019999A-9999E19
4706,1012510801,300975768,WA007310724WA0021019999A-9999E19
4707,1012510801,300975769,WA007310724WA0021019999A-9999E19
4708,1012510801,300975770,WA007310724WA0021019999A-9999E19
4709,1012510802,300975832,WA007310724WA0021019999A-9999E19
4710,1012510802,300975847,WA007310724WA0021019999A-9999E19
4711,1012510802,300975890,WA007310724WA0021019999A-9999E19
4712,1012510802,300975891,WA007310724WA0021019999A-9999E19
4713,1012510802,300975895,WA007310724WA0021019999A-9999E19
4714,1012510802,300975908,WA007310724WA0021019999A-9999E19
4715,1012510802,300975909,WA007310724WA0021019999A-9999E19
4716,1012510802,300975910,WA007310724WA0021019999A-9999E19
4717,1012510803,300975918,WA007310724WA0021019999A-9999E19
4718,1012510803,300975941,WA007310724WA0021019999A-9999E19
4719,1012510803,300975943,WA007310724WA0021019999A-9999E19
4720,1012510803,300975955,WA007310724WA0021019999A-9999E19
4721,1012510803,300975956,WA007310724WA0021019999A-9999E19
4722,1012510803,300975975,WA007310724WA0021019999A-9999E19
4723,1012510803,300975976,WA007310724WA0021019999A-9999E19
4724,1012510803,300975977,WA007310724WA0021019999A-9999E19
4725,1012510804,300975992,WA007310724WA0021019999A-9999E19
4726,1012510804,300975993,WA007310724WA0021019999A-9999E19
4727,1012510804,300975994,WA007310724WA0021019999A-9999E19
4728,1012510804,300975995,WA007310724WA0021019999A-9999E19
4729,1012510804,300976000,WA007310724WA0021019999A-9999E19
4730,1012510804,300976020,WA007310724WA0021019999A-9999E19
4731,1012510804,300976021,WA007310724WA0021019999A-9999E19
4732,1012510804,300976022,WA007310724WA0021019999A-9999E19
4733,1012510805,300976053,WA007310724WA0021019999A-9999E19
4734,1012510805,300976054,WA007310724WA0021019999A-9999E19
4735,1012510805,300976062,WA007310724WA0021019999A-9999E19
4736,1012510805,300976063,WA007310724WA0021019999A-9999E19
4737,1012510805,300976074,WA007310724WA0021019999A-9999E19
4738,1012510805,300976081,WA007310724WA0021019999A-9999E19
4739,1012510805,300976108,WA007310724WA0021019999A-9999E19
4740,1012510805,300976109,WA007310724WA0021019999A-9999E19
4741,1012510806,300976110,WA007310724WA0021019999A-9999E19
4742,1012510806,300976115,WA007310724WA0021019999A-9999E19
4743,1012510806,300976120,WA007310724WA0021019999A-9999E19
4744,1012510806,300976130,WA007310724WA0021019999A-9999E19
4745,1012510806,300976142,WA007310724WA0021019999A-9999E19
4746,1012510806,300976191,WA007310724WA0021019999A-9999E19
4747,1012510806,300976192,WA007310724WA0021019999A-9999E19
4748,1012510806,300976193,WA007310724WA0021019999A-9999E19
4749,1012510807,300976197,WA007310724WA0021019999A-9999E19
4750,1012510807,300976198,WA007310724WA0021019999A-9999E19
4751,1012510807,300976199,WA007310724WA0021019999A-9999E19
4752,1012510807,300976215,WA007310724WA0021019999A-9999E19
4753,1012510807,300976216,WA007310724WA0021019999A-9999E19
4754,1012510807,300976217,WA007310724WA0021019999A-9999E19
4755,1012510807,300976277,WA007310724WA0021019999A-9999E19
4756,1012510807,300976278,WA007310724WA0021019999A-9999E19
4757,1012510808,300976279,WA007310724WA0021019999A-9999E19
4758,1012510808,300976296,WA007310724WA0021019999A-9999E19
4759,1012510808,300976298,WA007310724WA0021019999A-9999E19
4760,1012510808,300976349,WA007310724WA0021019999A-9999E19
4761,1012510808,300976403,WA007310724WA0021019999A-9999E19
4762,1012510808,300976404,WA007310724WA0021019999A-9999E19
4763,1012510808,300976405,WA007310724WA0021019999A-9999E19
4764,1012510808,300976406,WA007310724WA0021019999A-9999E19
4765,1012510809,300976417,WA007310724WA0021019999A-9999E19
4766,1012510809,300976430,WA007310724WA0021019999A-9999E19
4767,1012510809,300976483,WA007310724WA0021019999A-9999E19
4768,1012510809,300976484,WA007310724WA0021019999A-9999E19
4769,1012510809,300976485,WA007310724WA0021019999A-9999E19
4770,1012510809,300976506,WA007310724WA0021019999A-9999E19
4771,1012510809,300976507,WA007310724WA0021019999A-9999E19
4772,1012510809,300976508,WA007310724WA0021019999A-9999E19
4773,1012510810,300976521,WA007310724WA0021019999A-9999E19
4774,1012510810,300976664,WA007310724WA0021019999A-9999E19
4775,1012510810,300976665,WA007310724WA0021019999A-9999E19
4776,1012510810,300976666,WA007310724WA0021019999A-9999E19
4777,1012510810,300976667,WA007310724WA0021019999A-9999E19
4778,1012510810,300976704,WA007310724WA0021019999A-9999E19
4779,1012510810,300976705,WA007310724WA0021019999A-9999E19
4780,1012510810,300976706,WA007310724WA0021019999A-9999E19
4781,1012510811,300976762,WA007310724WA0021019999A-9999E19
4782,1012510811,300976763,WA007310724WA0021019999A-9999E19
4783,1012510811,300976764,WA007310724WA0021019999A-9999E19
4784,1012510811,300976765,WA007310724WA0021019999A-9999E19
4785,1012510811,300976823,WA007310724WA0021019999A-9999E19
4786,1012510811,300976824,WA007310724WA0021019999A-9999E19
4787,1012510811,300976825,WA007310724WA0021019999A-9999E19
4788,1012510811,300976826,WA007310724WA0021019999A-9999E19
4789,1012510812,300976841,WA007310724WA0021019999A-9999E19
4790,1012510812,300976842,WA007310724WA0021019999A-9999E19
4791,1012510812,300976843,WA007310724WA0021019999A-9999E19
4792,1012510812,300976844,WA007310724WA0021019999A-9999E19
4793,1012510812,300976858,WA007310724WA0021019999A-9999E19
4794,1012510812,300976859,WA007310724WA0021019999A-9999E19
4795,1012510812,300976867,WA007310724WA0021019999A-9999E19
4796,1012510812,300976868,WA007310724WA0021019999A-9999E19
4797,1012510813,300976936,WA007310724WA0021019999A-9999E19
4798,1012510813,300976937,WA007310724WA0021019999A-9999E19
4799,1012510813,300976938,WA007310724WA0021019999A-9999E19
4800,1012510813,300976939,WA007310724WA0021019999A-9999E19
4801,1012510813,300976940,WA007310724WA0021019999A-9999E19
4802,1012510813,300976983,WA007310724WA0021019999A-9999E19
4803,1012510813,300976984,WA007310724WA0021019999A-9999E19
4804,1012510813,300976985,WA007310724WA0021019999A-9999E19
4805,1012510814,300977019,WA007310724WA0021019999A-9999E19
4806,1012510814,300977020,WA007310724WA0021019999A-9999E19
4807,1012510814,300977052,WA007310724WA0021019999A-9999E19
4808,1012510901,300977112,WA007310724WA0021019999A-9999E18
4809,1012510901,300977113,WA007310724WA0021019999A-9999E18
4810,1012510901,300977114,WA007310724WA0021019999A-9999E18
4811,1012510901,300977115,WA007310724WA0021019999A-9999E18
4812,1012510901,300977154,WA007310724WA0021019999A-9999E18
4813,1012510901,300977155,WA007310724WA0021019999A-9999E18
4814,1012510901,300977182,WA007310724WA0021019999A-9999E18
4815,1012510901,300977183,WA007310724WA0021019999A-9999E18
4816,1012510902,300977186,WA007310724WA0021019999A-9999E18
4817,1012510902,300977187,WA007310724WA0021019999A-9999E18
4818,1012510902,300977188,WA007310724WA0021019999A-9999E18
4819,1012510902,300977212,WA007310724WA0021019999A-9999E18
4820,1012510902,300977213,WA007310724WA0021019999A-9999E18
4821,1012510902,300977214,WA007310724WA0021019999A-9999E18
4822,1012510902,300977237,WA007310724WA0021019999A-9999E18
4823,1012510902,300977238,WA007310724WA0021019999A-9999E18
4824,1012510903,300977239,WA007310724WA0021019999A-9999E18
4825,1012510903,300977240,WA007310724WA0021019999A-9999E18
4826,1012510903,300977241,WA007310724WA0021019999A-9999E18
4827,1012510903,300977296,WA007310724WA0021019999A-9999E18
4828,1012510903,300977297,WA007310724WA0021019999A-9999E18
4829,1012510903,300977298,WA007310724WA0021019999A-9999E18
4830,1012510903,300977312,WA007310724WA0021019999A-9999E18
4831,1012510903,300977313,WA007310724WA0021019999A-9999E18
4832,1012510904,300977319,WA007310724WA0021019999A-9999E18
4833,1012510904,300977320,WA007310724WA0021019999A-9999E18
4834,1012510904,300977392,WA007310724WA0021019999A-9999E18
4835,1012510904,300977426,WA007310724WA0021019999A-9999E18
4836,1012510904,300977427,WA007310724WA0021019999A-9999E18
4837,1012510904,300977428,WA007310724WA0021019999A-9999E18
4838,1012510904,300977429,WA007310724WA0021019999A-9999E18
4839,1012510904,300977434,WA007310724WA0021019999A-9999E18
4840,1012510905,300977436,WA007310724WA0021019999A-9999E18
4841,1012510905,300977437,WA007310724WA0021019999A-9999E18
4842,1012510905,300977472,WA007310724WA0021019999A-9999E18
4843,1012510905,300977488,WA007310724WA0021019999A-9999E18
4844,1012510905,300977489,WA007310724WA0021019999A-9999E18
4845,1012510905,300977490,WA007310724WA0021019999A-9999E18
4846,1012510905,300977491,WA007310724WA0021019999A-9999E18
4847,1012510905,300977493,WA007310724WA0021019999A-9999E18
4848,1012510906,300977555,WA007310724WA0021019999A-9999E18
4849,1012510906,300977556,WA007310724WA0021019999A-9999E18
4850,1012510906,300977557,WA007310724WA0021019999A-9999E18
4851,1012510906,300977562,WA007310724WA0021019999A-9999E18
4852,1012510906,300977563,WA007310724WA0021019999A-9999E18
4853,1012510906,300977564,WA007310724WA0021019999A-9999E18
4854,1012510906,300977616,WA007310724WA0021019999A-9999E18
4855,1012510906,300977618,WA007310724WA0021019999A-9999E18
4856,1012510907,300977619,WA007310724WA0021019999A-9999E18
4857,1012510907,300977622,WA007310724WA0021019999A-9999E18
4858,1012510907,300977632,WA007310724WA0021019999A-9999E18
4859,1012510907,300977677,WA007310724WA0021019999A-9999E18
4860,1012510907,300977684,WA007310724WA0021019999A-9999E18
4861,1012510907,300977685,WA007310724WA0021019999A-9999E18
4862,1012510907,300977686,WA007310724WA0021019999A-9999E18
4863,1012510907,300977700,WA007310724WA0021019999A-9999E18
4864,1012510908,300977747,WA007310724WA0021019999A-9999E18
4865,1012510908,300977751,WA007310724WA0021019999A-9999E18
4866,1012510908,300977754,WA007310724WA0021019999A-9999E18
4867,1012510908,300977756,WA007310724WA0021019999A-9999E18
4868,1012510908,300977759,WA007310724WA0021019999A-9999E18
4869,1012510908,300977761,WA007310724WA0021019999A-9999E18
4870,1012510908,300977791,WA007310724WA0021019999A-9999E18
4871,1012510908,300977792,WA007310724WA0021019999A-9999E18
4872,1012510909,300977796,WA007310724WA0021019999A-9999E18
4873,1012510909,300977797,WA007310724WA0021019999A-9999E18
4874,1012510909,300977798,WA007310724WA0021019999A-9999E18
4875,1012510909,300977833,WA007310724WA0021019999A-9999E18
